"198","069 [F.2]","069 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"199","157 [F.3]","157 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"200","050 [F.2]","050 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"201","195 [F.1]","195 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"202","136 [F.1]","Wetter",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"203","202 [F.1]","202 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"204","025 [F.1]","Geflügel",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"205","047 [F.3]","047 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"206","046 [F.2]","046 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"207","072 [F.1]","Getreideanbau (Stadt: welche Getreidearten kennt ihr?)",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"208","180 [F.1]","180 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"209","060a [F.1]","060a [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"210","014 [F.1]","014 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"211","144 [F.1]","144 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"212","037 [F.2]","037 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"213","122 [F.1]","122 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"214","100/107 [F.3]","100/107 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"215","056 [F.1]","056 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"216","184 [F.3]","184 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"217","157 [F.1]","157 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"218","127 [F.2]","127 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"219","029 [F.2]","Pferd",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"220","148 [F.3]","Richtungs- und Ortsadverbien",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"221","053 [F.2]","Wagen, Karren, Schlitten",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"222","164 [F.1]","Frauenarbeiten",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"223","135 [F.1]","135 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"224","205 [F.1]","Familie und Verwandtschaft",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"225","076 [F.2]","076 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
