"influences";"influenced"
"Salomon Maimon";"Moses Mendelssohn"
"Sebastiano Timpan";"Giacomo L"
"Steven Erikson";"Roger Zelazny"
"Tyler Cowen";"James M. Buchanan"
"F. S. C. N";"Alfred North W"
"Gualterus Angl";"Ov"
"Louis R";"Henri Poincaré"
"Oğuz Atay";"Vladimir Nabokov"
"Anne-Marie Al";"Stéphane Mallarmé"
"Clare B. Dunkl";"Lloyd Alexan"
"Ernst Toll";"August Strin"
"Konstantin Somov";"Mikhail Vrubel"
"Yulii Borisovich Khariton";"Otto Hahn"
"Jan Kmen";"Arthur Gol"
"Zhou Xiaochuan";"John Maynard Keyn"
"Alexandre Koyré";"Léon Brunschv"
"Benjamin Fondan";"Tudor Arghez"
"Eugene Gendlin";"Richard McKeon"
"Günter E";"Ilse Aichin"
"Javier Marí";"Vladimir Nabokov"
"Jean Beauf";"Martin H"
"Judith Jarvis Thomson";"Philippa F"
"Mikhail Nesterov";"Mikhail Vrubel"
"Salah al-Din al-B";"Zaki al-Arsuz"
"Valentin Voloshinov";"Wilhelm von Humbol"
"H";"Hok"
"William Ernest Johnson";"George Bool"
"Eric Hobsbawm";"Antonio Gram"
"Yanis Varoufak";"John Maynard Keyn"
"Mario R";"Giacomo L"
"Theophilos Corydall";"Cesare Cremonini (philosopher)"
"Hilary Kornbl";"Willard Van Orman Quin"
"Richard Rorty";"Martin H"
"Richard Rorty";"Vladimir Nabokov"
"Richard Rorty";"Wilfrid Sell"
"Bernard William";"Philippa F"
"Bronisław Malinowsk";"Émile Durkheim"
"Cassandra Cl";"Lloyd Alexan"
"Dave Chappell";"Lenny B"
"David Friedlän";"Moses Mendelssohn"
"Gérard D";"Léon Wal"
"Gérard Granel";"Jean Hyppol"
"Keith L";"Thomas R"
"Marcel M";"Émile Durkheim"
"Armond W";"Andrew S"
"Michael Phillips (critic)";"Andrew S"
"Budd R";"William S"
"Nikolay Semyonov";"Otto Hahn"
"David C";"Lenny B"
"Holly Black";"Lloyd Alexan"
"Reiner Schürmann";"Martin H"
"Israr Ahm";"Sultan Bashiruddin Mahm"
"Jane Lindskol";"Roger Zelazny"
"John F. X. Kn";"Jacques Maritain"
"Susanne Lan";"Alfred North W"
"Paul Di Fil";"William S. B"
"Ray Vukcev";"R. A. Lafferty"
"Steven Luk";"Émile Durkheim"
"William Christian (Canadian political scientist)";"George Grant (philosopher)"
"Emery Emery";"Lenny B"
"Angus Maddison";"Colin Clark (economist)"
"Anthony Buck";"George Mills (writer)"
"Takashi N";"Kenneth Arrow"
"Carlo Rossell";"Antonio Gram"
"Giovanni A";"Antonio Gram"
"Henry Fairfield Osborn";"Thomas Henry Huxley"
"Jalil Mammadguluz";"Mirza Alakbar S"
"Jean-Claude Miln";"Imre Lak"
"Josef Winkler (writer)";"Ilse Aichin"
"Alex Callin";"Antonio Gram"
"Anselm S";"Herbert Blum"
"Tullio Levi-Civ";"Elwin Bruno Christoffel"
"Edna O'Brien";"Seamus Heaney"
"Hans Jon";"Martin H"
"Jo Walton";"Roger Zelazny"
"Paul Ricœ";"Richard McKeon"
"Steve Keen";"John Maynard Keyn"
"Steve Keen";"Piero Sraff"
"Denise Levertov";"William Carlos William"
"Michel Aflaq";"Zaki al-Arsuz"
"Michel Aflaq";"Antoun S"
"Patrick G";"Thomas Henry Huxley"
"Karl Schön";"August Strin"
"Mária Török";"Sándor Ferencz"
"Pietro della V";"Domenico F"
"Ron D";"George Grant (philosopher)"
"Baba Punhan";"Mirza Alakbar S"
"Vladimir Nikolayevich Myasishchev";"Vladimir Bekhterev"
"C. N. Sreekantan N";"C. V. Raman Pill"
"Jean Dauj";"Jacques Maritain"
"Khwaja Abdul Ghaffar Naqshban";"Fazal Ali Q"
"Steve Conliff";"Abbie Hoffman"
"N. Petraș";"Duiliu Zamf"
"Dennis Nurk";"Seamus Heaney"
"Michael Bergmann (philosopher)";"Thomas R"
"Albert Blum";"Moritz Schlick"
"Robert Malcolm Ruck";"John McCrady"
"Walter Sinnott-Armstron";"Bernard G"
"Wang Dongm";"Liu D"
"Alfred Marshall";"William Stanley Jevon"
"Amartya Sen";"John Rawl"
"André Breton";"Alexandre Kojèv"
"Anthony B";"Alasdair Gray"
"Arthur Evan";"John Evans (archaeologist)"
"August Strin";"Otto Weinin"
"Bob Black";"Max Stirn"
"Chry";"Clean"
"David Foster Wall";"William G"
"Edith Stein";"Max Schel"
"Frank Gehry";"Frank Stell"
"Friedrich Engel";"Max Stirn"
"Giacomo L";"Lucian"
"Gottlob F";"Hermann Lotz"
"Gottlob F";"Kuno F"
"H. L. Mencken";"Robert G. Ingersoll"
"Jacques D";"Friedrich Hölderlin"
"Jacques D";"Alexandre Kojèv"
"Lew Wall";"Robert G. Ingersoll"
"Martin H";"Friedrich Hölderlin"
"Martin H";"Félix Ravaisson-Mollien"
"Martin H";"Franz Brentan"
"Michel de Montaign";"Sextus Em"
"Pericl";"G"
"Raymond Quen";"Alexandre Kojèv"
"Sinclair Lew";"Robert G. Ingersoll"
"Stanley Elkin";"William G"
"Thomas H";"Pierre Gassen"
"Thomas Mann";"Adalbert Stif"
"Thomas Pynchon";"William G"
"Umberto E";"Jean P"
"Vladimir Nabokov";"Ivan Turgenev"
"Vladimir Vernadsky";"Vasily Dokuchaev"
"Vol";"Lucian"
"W. H. Auden";"Adalbert Stif"
"William Shak";"Lucian"
"Valentin de Boulogn";"Simon V"
"Alok Bhargav";"Denis Sargan"
"Anthony Thirlwall";"Nicholas Kal"
"George Trumbull L";"Hermann Lotz"
"Isabelle Sten";"Milič Čapek"
"James Hillman";"Hans Vaihin"
"Joshua Cohen (philosopher)";"John Rawl"
"Léon Brunschv";"Charles Bernard Renouv"
"Peter Sloterdijk";"O"
"Samuel Bowles (economist)";"Karl Polany"
"Sergei Winogradsky";"Martinus Beijerinck"
"Rod D";"Alasdair MacInty"
"Bruce Greyson";"Elisabeth Kübler-R"
"Christopher Fowl";"John Dickson C"
"François Picav";"Maine de Biran"
"François Picav";"Julien Offray de La M"
"Gordon Pask";"Heinz von F"
"Herbert R";"Max Stirn"
"Ian Parker (psychologist)";"Slavoj Žižek"
"Ion Călugă";"Ion Creangă"
"James Corden";"Conan O'Brien"
"Kodwo Eshun";"Nick Lan"
"Letitia Marion Hamilton";"Eva Henrietta Hamilton"
"Lewis Gordon";"Frantz Fanon"
"Lacydes of Cyren";"Arcesil"
"Nicole Oresm";"Jean Buridan"
"Johann Baptist von Lampi the Youn";"Johann Baptist von Lampi the El"
"János Pilinszky";"Simone Weil"
"János Pilinszky";"Attila József"
"Mark Saxton";"Austin Tappan W"
"Mildred Anne Butl";"Rose Maynard Barton"
"S";"Clean"
"Hake Tal";"John Dickson C"
"John A. Hall";"Ernest Gelln"
"Vlad Ioviță";"Ion Creangă"
"T. C. Cannon";"Fritz Schol"
"David C";"Barron Storey"
"Ha-Joon Chan";"Nicholas Kal"
"Jack Ketchum";"T. M. W"
"Heinrich R";"Friedrich Schleierm"
"John Col";"Guillaume Budé"
"Charles de Rém";"Victor Cousin"
"Christine K";"John Rawl"
"Cran";"Xen"
"Dugald Stew";"Adam Ferguson"
"Friedrich Eduard Benek";"Johann Friedrich H"
"Friedrich Ueberw";"Friedrich Schleierm"
"Félix Ravaisson-Mollien";"Maine de Biran"
"Harper L";"Truman C"
"Henry Ward B";"Robert G. Ingersoll"
"Hermann Lotz";"Jakob Friedrich F"
"Hermann Lotz";"Johann Friedrich H"
"Hermann Weyl";"L. E. J. Brouw"
"Immanuel Hermann F";"Johann Friedrich H"
"Jan Tinbergen";"Oskar R. Lan"
"Jean Philibert Damiron";"Victor Cousin"
"John Stewart Bell";"David Bohm"
"Joseph Nolleken";"Peter Scheemak"
"Jules Simon";"Victor Cousin"
"Lawrence Kohl";"Jean P"
"Marianne M";"Adalbert Stif"
"Nicholas Kal";"Joan Robinson"
"Richard F";"Richard Yates (novelist)"
"Sextus Em";"Aenesidem"
"Slavoj Žižek";"Alain B"
"Théodore Simon Jouffroy";"Victor Cousin"
"Victor Cousin";"Maine de Biran"
"Benedict Anderson";"Pramoedya Ananta T"
"Eve Buntin";"Betsy By"
"Joan Robinson";"Nicholas Kal"
"Masuji I";"Motojirō Kaj"
"Karl Polany";"Alfred Radcliffe-Brown"
"Thomas Corwin Mendenhall";"Augustus De Morgan"
"Eustache Le S";"Simon V"
"Jean-Baptiste Boussingaul";"Nicolas-Théodore de S"
"Nouriel Roubin";"Jeffrey S"
"Charles Henry Hitchcock";"Edward Hitchcock"
"Jakob Savinšek";"Boris Kalin"
"Johannes Letzmann";"Alfred Wegen"
"Mangesh V. Nadkarn";"Sundar V. Nadkarn"
"Daniel Selvaraj";"T. M. Chidambara Ragunathan"
"Florence Earle C";"Matthew Arnol"
"Kenneth Kay";"Jean P"
"Scott Sumn";"Irving F"
"Tristan G";"Alain B"
"Catherine Wiley";"Lloyd Branson"
"Ba Ky";"Ba Nyan"
"Ba T";"Maung Maung Gy"
"Gilbert Brown Wilson";"Eugene Sav"
"Justin Clemen";"Alain B"
"Kyaw Hlain";"Ba Ky"
"Kyaw Hlain";"Ba Nyan"
"Librado N";"Miguel P"
"Lu Tin";"Ba T"
"Lun Gyw";"Ngwe Gain"
"Lun Gyw";"San Win"
"Ngwe Gain";"Ba Nyan"
"Paw Oo T";"Ba T"
"Paw Oo T";"Kin Maun"
"San Win";"Ngwe Gain"
"Win Pe Myin";"Paw Oo T"
"Mário Ferreira dos San";"Pierre-Joseph Proudhon"
"Borden Parker Bown";"Hermann Lotz"
"George Kelly (psychologist)";"Hans Vaihin"
"Hans G. F";"Cornelius C"
"Harold W. Kuhn";"Albert W. Tuck"
"Henri Ey";"Eugène Minkowsk"
"Humberto Maturan";"Heinz von F"
"Irving F";"William Stanley Jevon"
"Jean P";"Lev Vygotsky"
"Jeff Smith (cartoonist)";"Mark Twain"
"Jeffrey S";"John Luke Gall"
"Jonathan Franzen";"William G"
"Leopold Gmelin";"Friedrich Stromey"
"Lewis A. C";"Georg Simmel"
"Manmohan Sin";"Nicholas Kal"
"Mark Twain";"Robert G. Ingersoll"
"Percy Fren";"Rose Maynard Barton"
"Peter Simon Pall";"Simon Pall"
"Pierre-Joseph Proudhon";"Victor Cousin"
"Rupert Sheldrak";"Milič Čapek"
"Takeo D";"Shūzō Kuk"
"Truman C";"Ivan Turgenev"
"Vladimir Lenin";"Alexander Herzen"
"Antisthen";"G"
"Flannery O'Conn";"Simone Weil"
"Georges Duby";"Cornelius C"
"Jared Diamon";"John Luke Gall"
"John Pentland Mahaffy";"Kuno F"
"Lev Vygotsky";"Jean P"
"Pierre B";"Georges Canguilhem"
"Theodor Storm";"Ivan Turgenev"
"Thomas Eakin";"John Lewis Krimmel"
"William Henry Perkin";"August Wilhelm von Hofmann"
"Carl Stumpf";"Hermann Lotz"
"Carl Stumpf";"Franz Brentan"
"Dan Zahav";"Alfred Schütz"
"Dennis Mill";"Jerry Seinfel"
"Don Patinkin";"Oskar R. Lan"
"Iain Hamilton Gran";"Nick Lan"
"Sayyad Laal Shah Hamdan";"Muhammad Usman Daman"
"Takis Fotopoul";"Cornelius C"
"Alexander Blok";"Mikhail Lermontov"
"John Henry Mackay";"Max Stirn"
"Claude Lévi-S";"Alfred Radcliffe-Brown"
"Edward S";"Frantz Fanon"
"Mohammed Ridha Al-S";"Al-Mutan"
"Muhammad Mahdi al-Jaw";"Al-Mutan"
"Rashid Hussein";"Elia Abu M"
"Thomas Kuhn";"Jean P"
"Abraham Kaplan";"Gardiner Mean"
"Jože Snoj";"France Balantič"
"Richard C";"Albert Soboul"
"Robley C. William";"Ralph Walter Graystone Wyckoff"
"Arthur J. Deikman";"Idries S"
"Caroline Hoxby";"James M. P"
"Marcel G";"Cornelius C"
"Dominique L";"Georges Canguilhem"
"A. J. Ay";"C. D. B"
"Adam W";"Baron d'Hol"
"Albert Cam";"Simone Weil"
"Albert Cam";"Max Stirn"
"Anaïs Nin";"Maya Deren"
"Andy Warhol";"Truman C"
"Angela Vincen";"John Newsom-Dav"
"Anton Chekhov";"Ivan Turgenev"
"Apul";"Lucian"
"Bertrand Russell";"Hermann Lotz"
"Boris Pasternak";"Mikhail Lermontov"
"Charles Sanders P";"Victoria, Lady Welby"
"Colin Dex";"John Dickson C"
"David Hum";"Nicolas Malebran"
"David Hum";"Sextus Em"
"David Lyn";"Maya Deren"
"Derek Wal";"Elizabeth B"
"Edmund Husserl";"Hermann Lotz"
"Edmund Husserl";"Johann Friedrich H"
"Edmund Husserl";"Sextus Em"
"Edmund Husserl";"Franz Brentan"
"Emanuel Leutz";"John Rubens Sm"
"Emma Goldman";"Max Stirn"
"Ernest Hemingway";"Ivan Turgenev"
"Francis Fukuyam";"Alexandre Kojèv"
"Franz B";"Karl Wilhelm Friedrich Schlegel"
"Friedrich Nietz";"Friedrich Hölderlin"
"Friedrich Nietz";"Sextus Em"
"Friedrich Nietz";"Adalbert Stif"
"Friedrich Nietz";"Max Stirn"
"Georg Wilhelm Friedrich Hegel";"Sextus Em"
"George Berkeley";"Nicolas Malebran"
"Gilles Deleuz";"Georges Canguilhem"
"Gilles Deleuz";"Milič Čapek"
"Gottfried Wilhelm Leibniz";"Nicolas Malebran"
"Gustave Fl";"Ivan Turgenev"
"Hans-Georg Gadam";"Friedrich Schleierm"
"Henri Bergson";"Félix Ravaisson-Mollien"
"Henri Bergson";"Maine de Biran"
"Hermann H";"Friedrich Hölderlin"
"Iain Bank";"Alasdair Gray"
"Isaac Newton";"Isaac Barrow"
"Jack K";"William G"
"Jacques Lacan";"Alexandre Kojèv"
"James Joy";"Mikhail Lermontov"
"James Tobin";"Irving F"
"Jane Austen";"George C"
"Jean-Paul S";"Alexandre Kojèv"
"Jean-Paul S";"Alexander Herzen"
"John Lock";"Pierre Gassen"
"Joseph Con";"Ivan Turgenev"
"Justus von L";"Nicolas-Théodore de S"
"Jürgen Haberm";"John Rawl"
"Karl Marx";"Baron d'Hol"
"Karl Marx";"Max Stirn"
"Karl Marx";"Pierre-Joseph Proudhon"
"Karl P";"Jakob Friedrich F"
"Karl P";"William Stanley Jevon"
"Laurence Stern";"Lucian"
"Leon Trotsky";"Alexander Herzen"
"Ludwig Wittgenstein";"Otto Weinin"
"Malcolm X";"Frantz Fanon"
"Mao Zedon";"Alexander Herzen"
"Margaret San";"Robert G. Ingersoll"
"Maurice Merleau-Ponty";"Félix Ravaisson-Mollien"
"Maurice Merleau-Ponty";"Alexandre Kojèv"
"Maurice Merleau-Ponty";"Eugène Minkowsk"
"Max W";"Georg Simmel"
"Milton Friedman";"Irving F"
"Mordecai Kaplan";"Matthew Arnol"
"Murray R";"F. A. H"
"Pl";"G"
"Pope Paul VI";"Simone Weil"
"Rainer Maria Rilk";"Friedrich Hölderlin"
"Ralph Waldo Emerson";"Victor Cousin"
"Robert Anton Wilson";"Colin Wilson"
"Robert Anton Wilson";"Max Stirn"
"Rudolf Stein";"Franz Brentan"
"Rudolf Stein";"Max Stirn"
"Rum";"Nizami Ganjav"
"Samuel Beck";"Friedrich Hölderlin"
"Seymour P";"Jean P"
"Sigmund F";"Franz Brentan"
"Steve Bik";"Frantz Fanon"
"Walter S";"George C"
"Adolf Bran";"Max Stirn"
"Albert of Saxony (philosopher)";"Jean Buridan"
"Barack Obam";"Esther Dufl"
"Carl Schm";"Max Stirn"
"Che Guev";"Alexander Herzen"
"Che Guev";"Frantz Fanon"
"Immanuel Wallerstein";"Karl Polany"
"Immanuel Wallerstein";"Paul A. Baran"
"Johann Wolfgang von G";"Lucian"
"John Gray (philosopher)";"Karl Polany"
"John Scott, 1st Earl of Eldon";"Charles Hutton"
"Joseph de M";"Nicolas Malebran"
"Max Adler (Marxist)";"Max Stirn"
"Mircea Nedel";"Ion Creangă"
"Paul Celan";"Friedrich Hölderlin"
"Rodney Dangerfiel";"Henny Youngman"
"Saul Newman";"Max Stirn"
"Steve J";"Edwin H. Lan"
"Wilhelm Dilthey";"Friedrich Schleierm"
"Wilhelm Dilthey";"Johann Gustav Droysen"
"David J. F";"Richard Hammin"
"David Lan";"John Luke Gall"
"Hyman Minsky";"Irving F"
"Ali-Shir Nava'";"Nizami Ganjav"
"Antoine Berman";"Friedrich Schleierm"
"Charles Tomlinson";"Octavio Paz"
"Gustav Lan";"Max Stirn"
"Harold Garfinkel";"Alfred Schütz"
"Helen Berman";"Kees Bol"
"Ira Katznelson";"Karl Polany"
"László Ném";"Attila József"
"Amikam Aharon";"William Fuller Brown, J"
"August von Bethmann-Hollw";"Friedrich Carl von Savigny"
"Fuyuhiko Kitagaw";"Motojirō Kaj"
"Jacques Le Goff";"Cornelius C"
"Louis Lavell";"Félix Ravaisson-Mollien"
"Louis Lavell";"Maine de Biran"
"Louis Lavell";"Nicolas Malebran"
"Yamakawa Kenjirō";"Thomas Corwin Mendenhall"
"Alberto Toscan";"Alain B"
"Adolf Strodtmann";"Gottfried Kinkel"
"I. Dragoslav";"Ion Creangă"
"Oliver Feltham";"Alain B"
"Paul Sweezy";"Ladislaus Bortkiewicz"
"Renzo Nov";"Max Stirn"
"Srećko Horv";"Slavoj Žižek"
"Thomas P";"John Rawl"
"Émile Boutroux";"Maine de Biran"
"Gotthard Gün";"Heinz von F"
"Jane Campion";"Maya Deren"
"Rudolf Bultmann";"Friedrich Schleierm"
"Hermann Ul";"Immanuel Hermann F"
"Dani Rodrik";"Karl Polany"
"David G";"Karl Polany"
"David L. Clark";"Lewis Binf"
"Ernst von Glasersfel";"Heinz von F"
"Fuzûlî";"Nizami Ganjav"
"Hans Kelsen";"Hans Vaihin"
"Herman Ban";"Ivan Turgenev"
"Herman Daly";"Karl Polany"
"James C. S";"Karl Polany"
"Michel Henry";"Maine de Biran"
"Sidney Hook";"Morris Raphael Cohen"
"Stanley Hauerw";"Alasdair MacInty"
"William Sidney Moun";"John Lewis Krimmel"
"Wolfi Lan";"Max Stirn"
"Luis A";"José María Ramos Mejí"
"Niftaway";"Sibaway"
"Arthur Koestl";"Karl Polany"
"Manfred Frank";"Friedrich Schleierm"
"Anton Marty";"Franz Brentan"
"Bärbel Inhel";"Jean P"
"Renata Salecl";"Slavoj Žižek"
"Sean Dorrance Kelly";"Hubert Dreyf"
"Claudia C";"John Rawl"
"Frank R";"Slavoj Žižek"
"Wilhelm R";"Max Stirn"
"Kathleen Rain";"Meary James Thurairajah Tambim"
"Polemon (scholarch)";"Xen"
"Cornel W";"Simone Weil"
"Fan Kuan";"Jing H"
"Hervé Le Tell";"Jaime Montestrel"
"Jerome Brun";"Jean P"
"Jesse Bullington";"Jeff VanderM"
"Raffaele Garofal";"Cesare Lom"
"Simon Critchley";"Alain B"
"Urie Bronfenbrenn";"Lev Vygotsky"
"Vasily Grossman";"Semyon Lipkin"
"Kode9";"Nick Lan"
"Vern Barn";"Elisabeth Kübler-R"
"Aprilynne Pik";"Laura Ingalls Wil"
"Abu Turab al-Z";"Sibaway"
"Jeremy G";"Phil Hal"
"Yuval Noah H";"Jared Diamon"
"Adrian Man";"Emil I"
"Aung Khin";"Ba Nyan"
"Eka Kurniawan";"Pramoedya Ananta T"
"I. I. Miron";"Ion Creangă"
"Iordan Chim";"Constant Ton"
"Keith Lucas (scientist)";"Michael Foster (physiologist)"
"Shigeru Tonom";"Motojirō Kaj"
"José Ingen";"José María Ramos Mejí"
"Anthony D. Sm";"Ernest Gelln"
"Claude Mellan";"Simon V"
"Cornel N";"Geo Bogz"
"Michael Muhammad Kn";"Peter Lamborn Wilson"
"Rhod Gil";"Eddie Izz"
"Nicole Loraux";"Cornelius C"
"Constantin S. Nicolăescu-Plopș";"Ion Creangă"
"Horia Gâ";"Ion Creangă"
"Nachiket M";"Bakul Harshadrai Dholak"
"Nicolae Constantin Batz";"Ion Creangă"
"William J. Clen";"Charles W. Johnson (naturalist)"
"Arnold Davidson";"Georges Canguilhem"
"Irene Tink";"Ester B"
"Kari Polanyi Lev";"Karl Polany"
"Sein Myin";"Paw Oo T"
"François Dagogn";"Georges Canguilhem"
"Jennifer Whitin";"Terence Irwin"
"Willard Drake Johnson";"Grove Karl Gil"
"Dominique Jan";"Félix Ravaisson-Mollien"
"Alfred, Lord Tennyson";"George C"
"Charles Taylor (philosopher)";"Hubert Dreyf"
"Elias Petropoul";"Cornelius C"
"George Barker (poet)";"Meary James Thurairajah Tambim"
"George Wells Beadl";"Bernard Ogilvie D"
"Georges Bataill";"Alexandre Kojèv"
"Hal Spark";"Eddie Izz"
"Heinrich Cornelius A";"Johann Reuchlin"
"Jack Whitehall";"Jack D"
"John Thompson (sociologist)";"Cornelius C"
"Karl B";"Friedrich Schleierm"
"Lionel Trillin";"Matthew Arnol"
"Michael Mann (sociologist)";"Ernest Gelln"
"Mustafa Kemal Atatürk";"Ziya Gökal"
"Raymond Carv";"Richard Yates (novelist)"
"Thomas Hart Benton (painter)";"Stanton Macdonald-W"
"W. G. Sebal";"Adalbert Stif"
"Wadsworth A. Park";"Joseph W. Phinney"
"Alfred Adl";"Hans Vaihin"
"Allan Bloom";"Alexandre Kojèv"
"Anne Carson";"Simone Weil"
"Bobby Seal";"Frantz Fanon"
"Carlos Castan";"Guillermo Marín Ruiz"
"Crates of T";"Antisthen"
"Doris Lessin";"Idries S"
"Francisco Varel";"Cornelius C"
"Francisco Varel";"Heinz von F"
"Franco Modiglian";"Irving F"
"Georg Trakl";"Friedrich Hölderlin"
"Henry Jam";"Ivan Turgenev"
"Iris M";"Simone Weil"
"Jacob Bernoull";"Nicolas Malebran"
"Jean-Luc G";"Simone Weil"
"John Kenneth Gal";"Gardiner Mean"
"Joseph Stiglitz";"Karl Polany"
"Lawrence Durrell";"Meary James Thurairajah Tambim"
"Louis Al";"Alexandre Kojèv"
"Louis Al";"Georges Canguilhem"
"Lucy Maud Montgomery";"Kyoko Mizuk"
"Matsuo Bashō";"Saigyō"
"Osip Mandelstam";"Mikhail Lermontov"
"Phil";"Apollonius of Tyan"
"Silvio Gesell";"Pierre-Joseph Proudhon"
"Will Self";"Alasdair Gray"
"William Jam";"Charles Bernard Renouv"
"William Jam";"Hermann Lotz"
"Frank Dekk";"Kees Bol"
"Herbert Gin";"Karl Polany"
"Lord Byron";"George C"
"Anthony Gidden";"Cornelius C"
"John Haugelan";"Hubert Dreyf"
"Leonard Nelson";"Jakob Friedrich F"
"Robert Lowell";"Elizabeth B"
"Maurice All";"Irving F"
"Thomas Luckmann";"Alfred Schütz"
"Karel van Man";"Giorgio V"
"Morris Fuller Benton";"Joseph W. Phinney"
"Floyd Henry All";"Herbert Langfel"
"François Laruell";"Félix Ravaisson-Mollien"
"Ilan Stavan";"Octavio Paz"
"Janet M";"John Norman"
"Otto G";"Max Stirn"
"Pierre H";"Félix Ravaisson-Mollien"
"Khwaju Kerman";"Nizami Ganjav"
"E. P. Thompson";"Cornelius C"
"Vahshi Bafq";"Nizami Ganjav"
"Esfandiar Maasoum";"Denis Sargan"
"Vladimir Truhl";"France Balantič"
"Gregor Strniš";"France Balantič"
"Lorraine C";"Cornelius C"
"Alexius Meinon";"Franz Brentan"
"Dewi Zephaniah Phill";"Simone Weil"
"Diogenes of Sin";"Antisthen"
"Giambattista V";"Nicolas Malebran"
"Jean-Étienne Dominique Esquirol";"Philippe Pinel"
"Michel Foucaul";"Friedrich Hölderlin"
"Michel Foucaul";"Alexandre Kojèv"
"Michel Foucaul";"Georges Canguilhem"
"Mikhail Bakunin";"Pierre-Joseph Proudhon"
"Montesq";"Nicolas Malebran"
"T. S. El";"Matthew Arnol"
"Walter Block";"F. A. H"
"Ali S";"Frantz Fanon"
"Andre D";"Richard Yates (novelist)"
"Davorin Trstenjak";"Josipina Turnograjsk"
"Evald Ilyenkov";"Lev Vygotsky"
"Peter Win";"Simone Weil"
"Tatsuji Miy";"Motojirō Kaj"
"Benjamin Tuck";"Pierre-Joseph Proudhon"
"Jason Bark";"Alain B"
"R. S. Mugal";"Gangadhar V. Chittal"
"R. S. Mugal";"S. R. Ekkun"
"Victor Eftim";"Ion Creangă"
"Athanasios Asimakopul";"Joan Robinson"
"Baburao Bagul";"Namdeo Dhasal"
"Ann Coul";"M. Stanton Evan"
"Caroline My";"Elisabeth Kübler-R"
"Corneliu Vadim T";"Eugen B"
"Dara Ó Briain";"Eddie Izz"
"Dave McKean";"Barron Storey"
"Harry Hill";"Eddie Izz"
"Howard Gardn";"Jean P"
"Huey P. Newton";"Frantz Fanon"
"Jhumpa L";"Richard Yates (novelist)"
"John C. Lilly";"Heinz von F"
"Michael Chabon";"Richard Yates (novelist)"
"Michael Fumen";"M. Stanton Evan"
"Mitch H";"Henny Youngman"
"Paul Krugman";"John Rawl"
"Paul Theroux";"Robie Macauley"
"Robert Woodrow Wilson";"Robert H. Dick"
"Stewart L";"Ted Chippington"
"Thomas Nagel";"John Rawl"
"William Lane C";"Milič Čapek"
"Zygmunt Bauman";"Cornelius C"
"Harsha Bhogl";"Bakul Harshadrai Dholak"
"Sean Lock";"Eddie Izz"
"Bill Sienkiewicz";"Barron Storey"
"Boris E";"Bernard Ogilvie D"
"Frank Calien";"Dana Carvey"
"Joseph McElroy";"William G"
"Michel Chion";"Pierre Schaeffer bibliography"
"Michel Onfray";"Baron d'Hol"
"Michel Onfray";"Julien Offray de La M"
"Richard Fortey";"Albert Heim"
"Stewart O'Nan";"Richard Yates (novelist)"
"William Styron";"Richard Yates (novelist)"
"Ernst Jün";"Max Stirn"
"Guy D";"Cornelius C"
"Isaiah Berlin";"Alexander Herzen"
"Lionel Groulx";"Henri B"
"Stafford B";"Heinz von F"
"George Saintsbury";"Matthew Arnol"
"Marsilius of Inghen";"Jean Buridan"
"Peter Druck";"Karl Polany"
"Philip Wick";"William Stanley Jevon"
"Abdus Salam";"Muneer Ahmad R"
"Carlos Fuen";"Octavio Paz"
"Giorgio Agamben";"Alexandre Kojèv"
"James Merrill";"Elizabeth B"
"Marshall Sahlin";"Karl Polany"
"Michael Dumm";"L. E. J. Brouw"
"Raymond Aron";"Alexandre Kojèv"
"Graham Ward (theologian)";"Cornelius C"
"Guan Tong (painter)";"Jing H"
"Harrison W";"Georg Simmel"
"José Sanchis Sin";"Juan José Carbó"
"Martin Handf";"H. Charles McBarron, J"
"Max Bl";"Geo Bogz"
"Robin Hahnel";"Cornelius C"
"Robin Hahnel";"Joan Robinson"
"Robin Hahnel";"Oskar R. Lan"
"Robin Hahnel";"Karl Polany"
"Walter S. Huxf";"George Uhlenbeck"
"Yoshiharu T";"Motojirō Kaj"
"Ahmad Khan";"Nizami Ganjav"
"Armando Reverón";"Emilio B"
"Diogenes Allen";"Simone Weil"
"Georges de F";"Jules Ché"
"Joseph L. Lew";"Robert G. Ingersoll"
"Sybil Andrew";"Rose M"
"Vinod Khann";"O"
"Maurice Blondel";"Maine de Biran"
"Pierre Vidal-Naq";"Cornelius C"
"Tim Keller (pastor)";"Simone Weil"
"Arnold Aletrin";"Cesare Lom"
"Austan Gool";"James M. P"
"Irène Némirovsky";"Ivan Turgenev"
"Patrick Edward Dov";"Victor Cousin"
"Raghuram Rajan";"Bakul Harshadrai Dholak"
"Hans J";"Cornelius C"
"Abraham Will";"Simon V"
"Charles S";"Charles Emerson B"
"Nicolas Clémen";"Charles Bernard Desorm"
"Richard D. Wolff";"Paul A. Baran"
"Sharon Green";"John Norman"
"Stanley S";"Leon Festin"
"Thomas P. Grazul";"Snowden D. Fl"
"Guillermo Sheridan";"Octavio Paz"
"Jonathan Nitzan";"Cornelius C"
"Shimshon Bichl";"Cornelius C"
"Achille Mbem";"Frantz Fanon"
"Gourish Kaikin";"Sundar V. Nadkarn"
"Joseph Commin";"John Dickson C"
"Nicolas Chaperon";"Simon V"
"Juan Emilio Viguié";"Miguel P"
"Reza Negarestan";"Nick Lan"
"Roger A. Sheldon";"Jay K"
