"influences";"influenced"
"James F. Conan";"Cora Diamon"
"John L";"George Santayan"
"José G";"José Ortega y G"
"Neil Smith (geographer)";"David Harvey"
"Sudirman";"Tan Malak"
"Willem de Koonin";"John D. Graham"
"William Bliss Bak";"Mauritz de H"
"Asghar Ali Engin";"Tan Malak"
"August Ludwig Hülsen";"Karl Leonhard Reinhol"
"Dimitrije Davidović";"Jovan Rajić"
"Jules Vuillemin";"Gaston Bachel"
"Leo Tolstoy";"Afrikan S"
"Lin On";"Revel C"
"Miodrag B. Protić";"Mladen Josić"
"Robert Townsend (actor)";"Bill Sal"
"William C";"John Mal"
"Josef Dobrovský";"Johann Christoph Adelun"
"Sima Milutinović Sarajlij";"Jovan Rajić"
"Georgios Griv";"Ion Dragoum"
"Kurt Lewin";"Kurt Koffk"
"Laurent-Emmanuel Calv";"Peter C. B. Phill"
"Milovan Vidaković";"Jovan Rajić"
"Nikolay Bogolyubov";"Abdullah Sadiq"
"Hermann Cohen";"Friedrich Albert Lan"
"Hermann Cohen";"Friedrich Adolf Trendelen"
"Juan José Aréval";"Alejandro Korn"
"Adam Malik";"Tan Malak"
"Edward J. Green";"Edward C. P"
"Gordon Tullock";"Ludwig von M"
"Ismail Gul";"Elaine Hamilton-O'Neal"
"Joe Orlan";"Vardis F"
"Nicolae Tonitz";"Ștefan Luchian"
"Richard Kron";"Nikolai Berdyaev"
"Roland G. Fryer, J";"Glenn Loury"
"Vasily Zhukovsky";"Konstantin Batyushkov"
"Emil Lask";"Heinrich Rick"
"Caesar Rudolf B";"William Healey Dall"
"Marc Lav";"Wynne Godley"
"Campbell Harvey";"Eugene Fam"
"David C";"Arthur Dan"
"Dina Melicov";"Solon Borglum"
"George Ran";"Anton Bacalbaș"
"Tinca Stegov";"Stanley William Hay"
"Joseph W";"F. L. G"
"Phyllis Tickl";"Peter Rollin"
"William Caparn";"William Cubley"
"William H. Peterson";"Ludwig von M"
"Apostolos Serl";"William A. Barn"
"Pierre Perron";"Peter C. B. Phill"
"Ronald H. N";"Gordon Clark"
"Adolfo Hohenstein";"Marcello Dudov"
"Bruno L";"Gabriel T"
"Bruno L";"Michel S"
"Cornucopian";"Julian Simon"
"Fan Kuan";"Guan Tong (painter)"
"Gabriel Marcel";"Nikolai Berdyaev"
"Hilda K";"Isaac S"
"James D. Westphal";"Edward J. Zaj"
"Jay Bakk";"Peter Rollin"
"Jorge F";"Richard Tarn"
"Joseph Jastrow";"Edwin Hol"
"Larry McMurtry";"Vardis F"
"Mukhtar Auezov";"Abdulla Qodiriy"
"Viktor Vasnetsov";"Ilya Repin"
"Joe Abercrom";"Domenicangela Lina Unal"
"Noh Hong-chul";"Jeong Hyeong-don"
"Rand Paul";"Ludwig von M"
"Jeong Ga-eun";"Jeong Hyeong-don"
"Jeaniene F";"Bertrice Small"
"Nazim Al-Haqqan";"Ibn A"
"Bruce Herman";"Lyn O"
"Chad Daniel";"David Hun"
"Angelos Sikelian";"Ion Dragoum"
"Charles Plum";"Joseph Pitton de Tournef"
"Charles Scott Sherrington";"Thomas Brown"
"Gheorghe Bră";"Anton Bacalbaș"
"Jack Balkin";"T. K. Seun"
"Kathleen F";"Barbara G"
"Larry Riv";"Tatyana Grosman"
"Scarlat Callim";"N. D. C"
"Shah Waliullah Dehlaw";"Ibn A"
"Ahmad al-Alaw";"Ibn A"
"Edwin Stephen G";"Ray Lank"
"Patrick S";"Ernest Nagel"
"Jane S. Richardson";"Frederic M. R"
"Edvard Kocbek";"Josip Murn"
"Charles D";"George Catlin"
"Eileen K";"Isaac S"
"Jack Amarigl";"Richard D. Wolff"
"Bessie Callen";"George Bridgman"
"François Dagogn";"Gaston Bachel"
"Geneviève Thiroux d'Arconvill";"Pierre Macq"
"Pamela Hieronym";"T. M. Scanlon"
"Benno Kerry";"Bernard Bolzan"
"Arshile Gorky";"John D. Graham"
"Fakhr-al-Din Iraq";"Ibn A"
"Francisco Romero (philosopher)";"Alejandro Korn"
"Gareth Evans (philosopher)";"Michael Dumm"
"Hans-Hermann H";"Ludwig von M"
"Harold Hongju K";"Mirjan Damašk"
"Ian Wallace (artist)";"Iain Baxter&"
"Jeffrey Beall";"Fred Kil"
"Johann Georg Hamann";"Martin Knutzen"
"Koh Buck Son";"Edwin Thum"
"Lionel Trillin";"Louis Arnaud R"
"Mario Vargas Ll";"José Ortega y G"
"Ramón Emeterio Betan";"Jean-Baptiste Bouill"
"W. G. Sebal";"Thomas Brown"
"William Nicholson (artist)";"William Cubley"
"Étienne Geoffroy Saint-Hil";"Lorenz Oken"
"Alastair Reynol";"Joan D. Vin"
"Derek Parf";"T. M. Scanlon"
"Friedrich Schill";"Karl Leonhard Reinhol"
"Jacob Bernoull";"Jean P"
"Jasper John";"Tatyana Grosman"
"Joan Miró";"Stanley William Hay"
"Jonathan C";"B. S. Johnson"
"Louis Al";"Gaston Bachel"
"Marc Chagall";"Stanley William Hay"
"Margaret Atw";"James Reaney"
"Milton Acorn";"James Reaney"
"Paulo Coel";"Christina Lam"
"Rachel Carson";"Lucille Farrier Stickel"
"Simone de Beauv";"Avijit Roy"
"W. H. R. Riv";"Alfred Cort Haddon"
"William Jam";"Afrikan S"
"Shang Wenj";"Sara Chan"
"Stan L";"Edward Edson L"
"Ľudovít Štú";"Johann Gottfried H"
"Neil MacCormick";"H. L. A. H"
"William Jackson Hook";"Franz B"
"Bulleh S";"Ibn A"
"Keith W";"Sid Chaplin"
"Rene Paul Chambellan";"Solon Borglum"
"Floyd Henry All";"Edwin Hol"
"François Laruell";"Adam Karl August von Eschenmay"
"Jean Cavaillè";"Bernard Bolzan"
"Joseph Salern";"Hans Sennholz"
"Joseph Salern";"Ludwig von M"
"Kurt Sin";"Georg Friedrich Kn"
"Dawūd al-Qayṣarī";"Ibn A"
"Shah Nimatullah Wal";"Ibn A"
"Angie D";"Edward Everett Dal"
"John H. Cochran";"Eugene Fam"
"Jeremy Robinson";"James Rollin"
"Thomas H. Jordan";"Keiiti Ak"
"Alexander Cal";"Stanley William Hay"
"Alexander Pushkin";"Konstantin Batyushkov"
"Betye S";"Faith Ringgol"
"Cyril B";"William McDougall (psychologist)"
"D. H. Lawren";"Lev Shestov"
"Eduard Bernstein";"Friedrich Albert Lan"
"Howard Stern";"Soupy Sal"
"Ivan Pavlov";"Jacob Mol"
"John Anderson (philosopher)";"Edwin Hol"
"Linus Paulin";"Irwin Ston"
"Michel Foucaul";"Gaston Bachel"
"Nikos Kazantzak";"Ion Dragoum"
"Samuel Taylor Col";"Thomas Brown"
"T. S. El";"Kyriakos Charalam"
"Thomas Vaughan (philosopher)";"Robert Moray"
"Walter Block";"Ludwig von M"
"Dositej Obradović";"Jovan Rajić"
"Dositej Obradović";"Zaharije Orfelin"
"Jules Émile Planchon";"Pierre-Marie-Alexis Mill"
"Julián Marí";"José Ortega y G"
"Robert J. Gorlin";"Barnet M. Levy"
"Samuel Alexan";"Edwin Hol"
"Colin Pitten";"Erwin Bünnin"
"Sanford Kwin";"C. H. Waddington"
"Bruce Kuklick";"Edwin Hol"
"Muhammad Mustafa J";"Amjad J"
"Bohdan Pniewsk";"Tadeusz Brey"
"Alain de Ben";"José Ortega y G"
"Clive Gran";"Katarina Jusel"
"David Hockney";"Julian Trevelyan"
"Frank O'H";"Tatyana Grosman"
"Georges Simenon";"Binet-Valm"
"Henri Col";"James Merrill"
"Isadora Duncan";"Edward Gordon C"
"James Rosenq";"Tatyana Grosman"
"Joan Manuel S";"Joan Salvat-P"
"Keith Harin";"Rene R"
"Ken Wil";"Richard Tarn"
"Lew Rockwell";"Ludwig von M"
"Odysseas Ely";"Ion Dragoum"
"Paul Krugman";"Arthur Cecil P"
"Paul Volck";"Arthur Cecil P"
"Pee-wee Herman";"Soupy Sal"
"Peter Brook";"Edward Gordon C"
"Raúl Alfonsín";"Juan Carlos Portan"
"Steve F";"Hermann H"
"Sukarn";"Tan Malak"
"Thomas Nagel";"T. M. Scanlon"
"Tim Allen";"Bill Sal"
"Yayoi Kusam";"Georgia O'Keeff"
"Constantine P. Cavafy";"Kyriakos Charalam"
"David Stein";"Bill Sal"
"Dritëro Agoll";"Dmitri Kedrin"
"Norman Lowell";"Francis Parker Yockey"
"Peter Kreef";"Dietrich von Hildebran"
"Thomas W";"Ludwig von M"
"Giorgos Sef";"Kyriakos Charalam"
"Gregory Bateson";"C. H. Waddington"
"William Osl";"Thomas Brown"
"A. M";"Gertrude Barrows Benn"
"A";"S"
"Frank Kn";"Clarence Edwin Ay"
"Helen Frankenthal";"Tatyana Grosman"
"Keith Olbermann";"Jean S"
"Malik ibn An";"Hisham ibn Urw"
"Andrew Y";"Chung Laung L"
"Abdus Salam";"Abdullah Sadiq"
"Abraham Maslow";"Henry Murray"
"Carlos Fuen";"Juan Rulf"
"Dionysios Solom";"Kyriakos Charalam"
"Gabriel T";"Antoine Augustin Courn"
"Lynda Barry";"Ed Subitzky"
"Marcelino Menéndez y Pelay";"Juan Donoso Corté"
"Max Müll";"Afrikan S"
"Michael Dumm";"Donald Davidson (philosopher)"
"Michael Dumm";"Peter G"
"Raymond Aron";"Alexis de Tocquevill"
"Robert Mappl";"George D"
"Robert Rauschen";"Tatyana Grosman"
"Miguel Robles-Durán";"David Harvey"
"Dorothy Dehn";"John D. Graham"
"George Dickie (philosopher)";"Arthur Dan"
"Hans Sennholz";"Ludwig von M"
"Leonard O";"Vladimir Colin"
"Luigi Zingal";"Olivier Blan"
"Makoto I";"Kozo Un"
"Mulla S";"Ibn A"
"Renos Apostol";"Ion Dragoum"
"Zubaida Jalal Khan";"Syed Zahoor Shah Hashm"
"Harvey Mansfiel";"Alexis de Tocquevill"
"Ken Lum";"Iain Baxter&"
"Michael C. Jensen";"Eugene Fam"
"Ralph R";"Ludwig von M"
"Abdurrahman Sharafkan";"Nalî"
"Abdurrahman Sharafkan";"Riza Talaban"
"David Anthony Durham";"Domenicangela Lina Unal"
"Erik Swyngedouw";"David Harvey"
"George Sylvester M";"Friedrich Adolf Trendelen"
"Haji Qadir Koy";"Nalî"
"Hemin Mukriyan";"Riza Talaban"
"Igor Mel'čuk";"Lucien Tesniè"
"John Milne Bramwell";"James Braid (surgeon)"
"Jovan Rajić";"Zaharije Orfelin"
"Mahw";"Nalî"
"Pietro L";"Padovanin"
"Piram";"Nalî"
"Rob Bell";"Peter Rollin"
"Robin Tann";"F. L. G"
"Sheila Fell";"L. S. Lowry"
"Derek Gregory";"Giorgio Agamben"
"Emmanuel T";"Alexis de Tocquevill"
"Juan Vázquez de Mell";"Juan Donoso Corté"
"Nicolás Gómez Dávil";"Juan Donoso Corté"
"Norma Col";"Barbara G"
"Peter Boettk";"Hans Sennholz"
"Ross Nichol";"James George Fraz"
"Ben Enwonw";"Aina Onabol"
"Mark Tatull";"Adalbert J. Volck"
"John Hawthorn";"Timothy Williamson"
"Jonathan Nitzan";"Lewis Mumf"
"Kinoshita Rigen";"Nobutsuna Sasak"
"Shimshon Bichl";"Lewis Mumf"
"Alfian Sa'";"Edwin Thum"
"Paolo Domenico Finogl";"Battistello Caracciol"
"Étienne Eugène Azam";"James Braid (surgeon)"
"Kevin Mulligan";"Bernard Bolzan"
"Anthony Weston";"Frithjof Bergmann"
"Bjorn Thomassen";"Gabriel T"
"Max B";"Henry Roy Dean"
"Reza Negarestan";"Ray B"
"Clifford Hil";"Gerhard Tintn"
"Carmel Hum";"James Bayley Butl"
"Ion Vin";"N. D. C"
"Phoebus Dhrym";"Edwin K"
"Mauricio Lasansky";"Stanley William Hay"
"Al Purdy";"James Reaney"
"Philo of L";"Carn"
"Alan Greenspan";"Arthur Cecil P"
"Alexander Bruce, 2nd Earl of Kincardin";"Robert Moray"
"Arnold Toyn";"Joseph Toyn"
"Gabriel García Márquez";"Juan Rulf"
"George Burroughs Torrey";"Léon Bonn"
"Ilya Repin";"Konstantin Korovin"
"Ivor Gurney";"F. W. Harvey"
"J. D. McClatchy";"James Merrill"
"Johann Christoph Adelun";"Johann Gottfried H"
"José Luis Rodríguez Z";"Philip P"
"Julian Schnabel";"Rene R"
"Julian Trevelyan";"Stanley William Hay"
"Konstantin Petrzhak";"Igor Kurchatov"
"Loren M";"R. D. Lain"
"Michel S";"Gaston Bachel"
"Robert Alexy";"Ronald Dworkin"
"Ronald Dworkin";"H. L. A. H"
"Thomas Fairlan";"James Rannie Swinton"
"Roy C. Geary";"Olav Reiersøl"
"Danilo Medaković";"Jovan Rajić"
"Nikolai Shulpinov";"Nicolai Fechin"
"Sukarn";"Tan Malak"
"Haji M";"Tan Malak"
"Felix Cheon";"Edwin Thum"
"Olavo de Carval";"José Ortega y G"
"Everett R";"Gabriel T"
"Florian Znanieck";"Gabriel T"
"Gordon All";"Edwin Hol"
"Howard Pyl";"Winslow Hom"
"James J. Gibson";"Edwin Hol"
"Nasr Abu Zay";"Ibn A"
"Robert C. Solomon";"Frithjof Bergmann"
"Srečko Kosovel";"Josip Murn"
"Wen Zhengmin";"Shen Z"
"Hamid Ashraf";"Masoud Ahmadz"
"Vladimir Beșleagă";"Alexandru R"
"Zachary German";"Ann B"
"Ignacio Baz";"Carlos Morel"
"Daren S";"Edwin Thum"
"Derek A";"Nicholas J. Phill"
"Giannina B";"Juan Ramón Jiménez"
"Judith Moff";"James Merrill"
"Michael Buckley (author)";"Eric Carl"
"Tao Lin";"Lydia Dav"
"Tao Lin";"Ann B"
"John McDowell";"Donald Davidson (philosopher)"
"Attar of N";"San"
"Henry Hazl";"Ludwig von M"
"Israel Kirzn";"Ludwig von M"
"James H";"Janet Colquhoun"
"Mario Bun";"Ernest Nagel"
"Paul Samuelson";"Alvin Hansen"
"Rudolf Christoph Eucken";"Friedrich Adolf Trendelen"
"Walter Benjamin";"Heinrich Rick"
"Aryeh Dvoretzky";"Abraham Wal"
"George Vernadsky";"Heinrich Rick"
"Gustavo Gutiérrez";"José Carlos Mariá"
"Harold Riley (artist)";"L. S. Lowry"
"Jay Macpherson";"James Reaney"
"Jovan Sterija Popović";"Jovan Rajić"
"Lalleshw";"Nund R"
"Laurence Broderick";"Keith Godwin"
"Lesya Ukraink";"Mykhailo Drahomanov"
"Muhammad Iqbal";"Thomas Walker Arnol"
"Paul B";"William Healey Dall"
"Paulo F";"Tan Malak"
"Per Enfl";"Laurent Schwartz"
"Peter Leeson";"Peter Boettk"
"Rachel Blau DuPl";"Barbara G"
"Ralph Brown";"Keith Godwin"
"Alojz Rebul";"Milan Kom"
"Augustyn Wróblewsk";"Edward Abramowsk"
"Edward John Carnell";"Gordon Clark"
"Frank Hodgkinson";"Stanley William Hay"
"Georges Sorel";"Juan Donoso Corté"
"Henry Augustus Pilsbry";"William Healey Dall"
"Jacques Lefèvre d'Étapl";"John Argyropoul"
"Khwaja Baqi Bill";"Ibn A"
"Maura Scannell";"Evelyn B"
"Maura Scannell";"Kathleen Kin"
"Robert L. Reymon";"Gordon Clark"
"Salomon Maimon";"Karl Leonhard Reinhol"
"Thomas T. Sekin";"Kozo Un"
"Valentin Serov";"Ilya Repin"
"Serge Moscov";"Gabriel T"
"Thomas A. Steitz";"Frederic M. R"
"Yelena Polenov";"Konstantin Korovin"
"Bill Mitchell (economist)";"Wynne Godley"
"Dane Zaj";"Josip Murn"
"Dimitris Pikion";"Ion Dragoum"
"Emilian Galaicu-Păun";"Alexandru R"
"Jam";"Ibn A"
"Jam";"San"
"John Gerstn";"Gordon Clark"
"Mohammad-Reza Shafiei Kadkan";"Abbas Zary"
"Paul Rosenstein-Rodan";"Ragnar Nurk"
"Sadr al-Din al-Qunaw";"Ibn A"
"Simón de Roxas Clemente y R";"Antonio José Cavanill"
"Albert Mehrabian";"Eric Bern"
"Claude Stein";"Eric Bern"
"Tu Youy";"Lou Zhicen"
"Alexandre Koyré";"Gaston Bachel"
"Alice von Hildebran";"Dietrich von Hildebran"
"André Glucksmann";"Raymond Aron"
"Arthur Delaney";"L. S. Lowry"
"Brian Barry";"H. L. A. H"
"Clitomachus (philosopher)";"Carn"
"Damon Lindelof";"Domenicangela Lina Unal"
"Don I";"Gaston Bachel"
"Jeremy Waldron";"Ronald Dworkin"
"John Finn";"H. L. A. H"
"Kostis Palam";"Ion Dragoum"
"Leonetto Cappiell";"Marcello Dudov"
"Mikhail Nesterov";"Ilya Repin"
"Morteza M";"Mulla S"
"W. I. Thom";"Gabriel T"
"Ágnes Hell";"György Márk"
"Ernst L";"Friedrich Adolf Trendelen"
"Ahmad Sirhin";"Ibn A"
"Ashraf Dehghan";"Masoud Ahmadz"
"Brian C";"B. S. Johnson"
"Davor Džal";"Nikolai Berdyaev"
"Eugen Lovin";"Gabriel T"
"Helen Bradley";"L. S. Lowry"
"Henry Thomas Ryall";"James Rannie Swinton"
"Jakob Sigismund Beck";"Christian Jakob K"
"Joseph Raz";"H. L. A. H"
"Kevin Carson";"Thomas Hodgskin"
"Leon Wyczółkowsk";"Wojciech Gerson"
"Martin Wolf";"Wynne Godley"
"Rodney Graham";"Iain Baxter&"
"Yanis Varoufak";"Richard D. Wolff"
"Alexandre Lacassagn";"Gabriel T"
"David Abram";"R. D. Lain"
"Leigh Tesfatsion";"Clifford Hil"
"Luca B";"Alessandro Tiarin"
"Noël Carroll";"Arthur Dan"
"Oets Kolk Bouwsm";"Norman Malcolm"
"Phiale Pain";"Achilles Pain"
"Pierre Manen";"Alexis de Tocquevill"
"Alfred Corn";"James Merrill"
"Jalaluddin Surkh-Posh Buk";"Hamza Makhdoom"
"José Riço Direitin";"Camilo José Cel"
"Blanca Wiethü";"Jaime Sáenz"
"Clark Gibson";"Elinor Ostrom"
"Gilbert Ryl";"Bernard Bolzan"
"Richard Rorty";"Donald Davidson (philosopher)"
"Antonio M";"José Ortega y G"
"Cassandra Cl";"Yuyi Moral"
"Dafydd ab H";"Brad Linaweav"
"Jacques Barzun";"Louis Arnaud R"
"Jacques Ellul";"Nikolai Berdyaev"
"Julius Evol";"Juan Donoso Corté"
"Kazimierz Twardowsk";"Bernard Bolzan"
"Lee Krasn";"John D. Graham"
"Ashraf Ali Thanw";"Ibn A"
"Brian McLaren";"Peter Rollin"
"Nikolai Vavilov";"Alphonse Pyramus de Candoll"
"Peter Schiff";"Ludwig von M"
"Robert Hen";"Winslow Hom"
"Mark Doty";"James Merrill"
"Meridel Le S";"Margery Latim"
"Susanne Lan";"Louis Arnaud R"
"Ram Manohar L";"Ved Pratap Vaidik"
"Roy Arden";"Iain Baxter&"
"Seyla Ben";"Iris Marion Youn"
"Steven Conn";"Michel S"
"Xavier Z";"José Ortega y G"
"Yochai Benkl";"Elinor Ostrom"
"Bogdan Suceavă";"Vladimir Colin"
"Edward Laumann";"W. Lloyd Warn"
"Abdul Ahad Az";"Mahj"
"Alojz Gradnik";"Josip Murn"
"Chris Lattn";"Vikram Adv"
"Elizabeth Robinson";"Barbara G"
"Emmanuel Saez";"Tony Atkinson"
"John Brett (artist)";"Rosa B"
"Matija Vuković";"Mladen Josić"
"P";"Salomon Gessn"
"Agha Shahid Al";"James Merrill"
"Brenda Marshall";"R. Radhakrishnan"
"Christopher Coyne (professor)";"Peter Boettk"
"E. B. F";"Julian Huxley"
"H. Keith Thompson";"Francis Parker Yockey"
"Steve Keen";"Wynne Godley"
"Józef Chełmońsk";"Wojciech Gerson"
"Nizamuddin Auliy";"Ibn A"
"Heinrich Scholz";"Bernard Bolzan"
"Marcel Fratz";"Barry Eichengreen"
"Benjamin Anderson";"Ludwig von M"
"Fateh M";"Wahbi al-H"
"Isaac Lev";"Ernest Nagel"
"Louis J";"Mathieu Kessel"
"R. Tucker A";"William Healey Dall"
"Tang Yin";"Shen Z"
"Dominick LaC";"Giorgio Agamben"
"Jean Comaroff";"Isaac S"
"Paolo Virn";"Gabriel T"
"Phillip Blon";"John Milbank"
"Walter E. William";"Ludwig von M"
"Andy Merrifiel";"David Harvey"
"Søren Johansen";"Katarina Jusel"
"Ambroise-Auguste Liébeaul";"James Braid (surgeon)"
"Graham Harman";"José Ortega y G"
"James Curtis B";"Amos Eaton"
"Paul Drury";"F. L. G"
"Yiannis L";"Uwe Win"
"Richard Loree Anderson";"Gerhard Tintn"
"S. Rao Aiy";"Neil Wall"
"Catherine Pickstock";"John Milbank"
"Robert Basmann";"Gerhard Tintn"
"Frederick S. Bill";"William H. Avery (engineer)"
"Irwin D. Mandel";"Barnet M. Levy"
"Mladen Srbinović";"Mladen Josić"
"Mark C";"Eugene Fam"
"Scott J. S";"Michael Bratman"
"Wikan";"Tan Malak"
"Amir Parviz Pooyan";"Masoud Ahmadz"
"Alfred Marshall";"Jules D"
"Amartya Sen";"Maurice D"
"Antonio Gram";"Georges Sorel"
"Antonio Gram";"Antonio Labriol"
"Arthur Machen";"M. P. Shiel"
"Berengar of T";"John Scotus Eriugen"
"Billy Wil";"Alexander Lernet-Holen"
"Bob Black";"Ivan Ill"
"Dan Aykroy";"Tom Davis (comedian)"
"David Foster Wall";"Jean Baudrill"
"Gary Beck";"H. Gregg Lew"
"John Maynard Keyn";"Richard Kahn, Baron Kahn"
"John Maynard Keyn";"Michał Kaleck"
"John Maynard Keyn";"Nicholas Johannsen"
"Marcel Ducham";"Johann Dieter Wassmann"
"Martin H";"Friedrich Heinrich J"
"Moses Mendelssohn";"Friedrich Heinrich J"
"Nikolai Trubetzkoy";"Jan Baudouin de Courtenay"
"Norman Rockwell";"J. C. Leyendeck"
"Piero Sraff";"Michał Kaleck"
"Siegfried Sassoon";"Henry H"
"Theodor W. Adorn";"Walter Benjamin"
"Thomas H";"John Selden"
"Tony H";"Eric Hehn"
"Umberto E";"Luigi Mal"
"Virgil";"Philodem"
"W. H. Auden";"Andrei Voznesensky"
"William Blak";"Henry Fusel"
"William Shockley";"Clinton Davisson"
"William Wordsw";"Robert Burn"
"Ödön von Horvá";"Alexander Lernet-Holen"
"Eric Fromm";"Yashwant Vithoba Chittal"
"Garry Will";"Henry Adam"
"Harry Markowitz";"John Burr William"
"Herbert Blum";"W. I. Thom"
"Luca Romagnol";"Pino R"
"Léon Brunschv";"Lucien Lévy-Bruhl"
"Mário de Sá-Carn";"Camilo Pessan"
"Romain Rollan";"Grigol Robakidz"
"Tadeusz Micińsk";"Antoni Lan"
"Walter P";"Noval"
"Wim C";"Hendrik de W"
"David Keck";"Steven Erikson"
"John Shannon (novelist)";"Robert Stone (novelist)"
"Oliver Ston";"Peter Morgan"
"Pio Filippani Roncon";"Pino R"
"Bernard G";"W. D. R"
"Demostene Botez";"Panait Cern"
"Iftikhar Thak";"Amanullah Khan (comedian)"
"Ion B";"Mateiu Caragial"
"Ion B";"Anton Pann"
"Josef Steindl";"Michał Kaleck"
"Lippy Lipshitz";"Moses Kottl"
"Michael Herman (mathematician)";"Jürgen M"
"Miran J";"Srečko Kosovel"
"Roy Krenkel";"Joseph Clement Coll"
"Thomas R";"Francis A. Sullivan  Francis A. Sullivan  1"
"Jacques Maritain";"Charles M"
"Tudor Arghez";"Anton Pann"
"Edwin Francis Gay";"Gustav von Schmoll"
"Onésimo Redon";"Léon de Poncin"
"Valentin Magnan";"Bénédict Morel"
"Leland Bell";"Albert Marq"
"Lucas Intron";"Don I"
"Jean-Christophe Grangé";"Sébastien J"
"Friedrich Hölderlin";"Johann Joachim Winckelmann"
"Joseph Pulitz";"Henry Adam"
"Octavio Paz";"Gustavo Adolfo Bécq"
"Samuel von Pufendorf";"John Selden"
"Adam Ferguson";"William Cleghorn"
"Carol Ann Duffy";"Roger McG"
"Cesare Lom";"Carl von Rokitansky"
"Cesare Lom";"Bénédict Morel"
"Colin Wilson";"William Seabrook"
"Eric Voegelin";"Leo S"
"Jakob Friedrich F";"Friedrich Heinrich J"
"Joseph Beuy";"Wilhelm von Gloeden"
"Max N";"Bénédict Morel"
"Menedem";"Stil"
"Nicholas Kal";"Michał Kaleck"
"Ron Paul";"Henry Hazl"
"Simone Weil";"Émile C"
"Stephen Wal";"Kenneth Waltz"
"Victor Cousin";"Friedrich Heinrich J"
"Attila József";"Gyula Juhász (poet)"
"Joan Robinson";"Richard Kahn, Baron Kahn"
"Joan Robinson";"Michał Kaleck"
"Madison Gran";"Georges Vacher de L"
"René Wellek";"Roman Ingarden"
"Alexandre Kojèv";"Leo S"
"Alexandre Kojèv";"Alexandre Koyré"
"Georges Canguilhem";"Émile C"
"Ilf and Petrov";"Valentin Kataev"
"James Whitcomb Riley";"Robert Burn"
"Jan Kregel";"Michał Kaleck"
"Max Schel";"Rudolf Christoph Eucken"
"P";"Philitas of C"
"Giacomo Cavedon";"Ludovico C"
"Charles A. Doswell III";"Keith Brownin"
"France Balantič";"Srečko Kosovel"
"Anna-Teresa Tymienieck";"Roman Ingarden"
"Jacques Fontanill";"Algirdas Julien Greim"
"Kyle Stanf";"Philip K"
"Paul Bouré";"Guillaume Geef"
"Bernd Luck";"Jürgen Wol"
"Tristan G";"Sandra L"
"Seemab Ak";"Daagh Dehlv"
"Yuri Neprintsev";"Arkady Plastov"
"Joseph Geef";"Guillaume Geef"
"Stanisław Balińsk";"Antoni Lan"
"Stephen Ratcliff";"Leslie Scalapin"
"Ciril Zl";"Srečko Kosovel"
"Enrico Coleman";"Charles Coleman (English painter)"
"Enrico Coleman";"Marià Fortuny"
"Tone Selišk";"Prežihov Voran"
"Mário Ferreira dos San";"Nicholas of C"
"Abdel Rahman Badaw";"Alexandre Koyré"
"Apollonius of R";"Philitas of C"
"Augustus De Morgan";"William Whewell"
"Avery Dull";"Francis A. Sullivan  Francis A. Sullivan  1"
"David Dowty";"Zeno Vendl"
"Evelyn W";"Ronald Firbank"
"Franz W";"Weldon K"
"Jean P";"Sabina Spielrein"
"Jeffrey Wool";"Halbert W"
"Lester Charles Kin";"Charles Cotton (geologist)"
"Paul A. Baran";"Michał Kaleck"
"Pierre-Joseph Proudhon";"Louis Blan"
"Richard Cumberland (philosopher)";"John Selden"
"Richard Taylor (philosopher)";"Roderick Chisholm"
"Stanley F";"Paul Samuelson"
"Thomas Carlyl";"Arthur Hugh Cl"
"Thomas Carlyl";"Friedrich de la Motte Fouqué"
"Vladimir Lenin";"Joseph Dietzgen"
"Wolfgang S";"Ivan Ill"
"Henry Norris Russell";"Arthur Robert Hink"
"Callim";"Philitas of C"
"Jerry Seinfel";"David Brenn"
"John Constabl";"Robert Bloomfiel"
"John Zerzan";"Ivan Ill"
"Stefan Zw";"Grigol Robakidz"
"Stefan Zw";"Karl Emil Franz"
"Stefan Zw";"Alexander Lernet-Holen"
"Stephen Pearl Andrew";"Josiah Warren"
"Alexandru Tom";"Panait Cern"
"Almeida G";"Gil Vicen"
"Bertolt B";"Karl K"
"Fernando González (writer)";"Tomás Carrasquill"
"James Franklin (philosopher)";"David Stov"
"Jerzy Żuławsk";"Antoni Lan"
"Joseph Cropsey";"Leo S"
"Knut Wicksell";"Eugen Böhm von Bawerk"
"Mark Jarman";"Robinson Jeff"
"Tara Smith (philosopher)";"W. D. R"
"Thomas Aquin";"John Scotus Eriugen"
"Joseph Ny";"Kenneth Waltz"
"Miguel Serran";"Léon de Poncin"
"Nader El-Biz";"Alexandre Koyré"
"Thomas Kuhn";"Alexandre Koyré"
"Jean Mistl";"Émile C"
"Leo Joseph Suenen";"Francis A. Sullivan  Francis A. Sullivan  1"
"Martin Shubik";"Lloyd Shapley"
"Salimuzzaman Siddiq";"Atta-ur-Rahman (chemist)"
"Tim Bollerslev";"Robert F. Engl"
"Ann L";"Leslie Scalapin"
"Erazim Kohák";"Jan Patočk"
"James M";"Erik Erikson"
"Otto Heinrich von Loeben";"Noval"
"W. S. Gil";"James Planché"
"Pierre Boutan";"Charles M"
"David Prychitk";"Don Lav"
"Karl Gustav Jöresk";"Peter Whittl"
"Luigi Pasin";"Michał Kaleck"
"Mark Spitznagel";"Henry Hazl"
"Roger Fl";"Monty W"
