"influences";"influenced"
"Adrian Hayday";"Susumu Tonegaw"
"Adrienne R";"Simone de Beauv"
"Agnes A";"Ethel Sargan"
"B";"Pl"
"B";"Plotin"
"B";"Porphyry (philosopher)"
"Tsung-Dao L";"Shu Xin"
"Edmond Demolin";"Pierre Guillaume Frédéric le Play"
"Edward Marion Augustus Chandl";"William A. Noy"
"Xen";"Pl"
"Gholamreza Aavan";"Seyyed Hossein N"
"Gilbert Harman";"Willard Van Orman Quin"
"Michael A. Sm";"Simon Blackburn"
"Shaun Nichol";"Stephen S"
"Brian En";"Roy A"
"C. A. Campbell";"F. H. Bradley"
"C. B. Macpherson";"T. H. Green"
"Caesar Rudolf B";"William Healey Dall"
"Abu Turab al-Z";"Sibaway"
"Czesław Miłosz";"Simone Weil"
"Allen Tuck";"Wilhelmina Weber Furlon"
"Banks Viol";"Steven Parrin"
"Larry Dav";"Phil Silv"
"Larry Riv";"Tatyana Grosman"
"Susan Buck-M";"Walter Benjamin"
"Dana Sny";"Phil Silv"
"Daniel Denn";"Wilfrid Sell"
"Daniel Denn";"Willard Van Orman Quin"
"Daniel G";"Fern C"
"Dariush Shayegan";"Seyyed Hossein N"
"Dash Snow";"Steven Parrin"
"David Cameron";"Phillip Blon"
"David Hum";"Sextus Em"
"David Hum";"Niccolò Machiavell"
"David Hum";"Nicolas Malebran"
"David Hum";"Pierre Bayl"
"David Lewis (philosopher)";"Willard Van Orman Quin"
"David Smith (sculptor)";"Wilhelmina Weber Furlon"
"Pankaj M";"Simone Weil"
"Patricia Vinnicom";"Phillip V. T"
"Paul B";"William Healey Dall"
"Paul Churchlan";"Wilfrid Sell"
"Paul Guy";"Stanley Cavell"
"Paul Kurtz";"Sidney Hook"
"Paul Ricœ";"Roman Jakobson"
"Paulo F";"Tan Malak"
"Pentti Eskol";"Wilhelm Ramsay"
"Percy Bysshe Shelley";"William Godwin"
"Pervez Musharraf";"Syed Ahmad Khan"
"Peter Kropotkin";"Pierre-Joseph Proudhon"
"Peter S";"William A. Earl"
"Peter van Inwagen";"Willard Van Orman Quin"
"Robert Alexy";"Ronald Dworkin"
"Robert Boyl";"Evangelista Torricell"
"Robert Brandom";"Wilfrid Sell"
"Robert Döpel";"Werner Heisen"
"Robert Grav";"W. H. R. Riv"
"Robert H. Gardn";"Stanley Cavell"
"Robert Motherwell";"Tatyana Grosman"
"Robert Rauschen";"Tatyana Grosman"
"Roberto Mangabeira Un";"Nicholas of C"
"Robin Hahnel";"Piero Sraff"
"Robin Tann";"F. L. G"
"Rockwell Ken";"Wilhelmina Weber Furlon"
"Roger Gibson";"Willard Van Orman Quin"
"Roland B";"Roman Jakobson"
"Roland B";"Ferdinand de S"
"Rollo May";"Søren Kierk"
"Roman Jakobson";"Ferdinand de S"
"Ron Mallon";"Stephen S"
"Rosalind H";"Philippa F"
"Ross McElw";"Stanley Cavell"
"Sidney Morgen";"Nelson Goodman"
"Siegfried Sassoon";"W. H. R. Riv"
"Sigmund F";"Sándor Ferencz"
"Sigmund F";"Søren Kierk"
"Sigmund F";"Pierre Jan"
"Sigmund F";"Wilhelm Wun"
"Susan Son";"Walter Benjamin"
"Sydney Brenn";"Seymour Benz"
"T. S. El";"F. H. Bradley"
"Tadanori Yok";"Seymour Chw"
"Tahar Ben Jelloun";"Taha Hussein"
"Tara Smith (philosopher)";"W. D. R"
"Crates of T";"Stil"
"Victor H";"Pierre-Joseph Proudhon"
"Victor Kl";"Werner Fenchel"
"Victoria, Lady Welby";"F. C. S. Schill"
"Vilfredo P";"Niccolò Machiavell"
"Vladimir Nikolayevich Myasishchev";"Vladimir Bekhterev"
"Vol";"Pierre Bayl"
"W. Edwards Demin";"Walter A. Shew"
"Walker Percy";"Ferdinand de S"
"Walter Block";"F. A. H"
"Walter Kaufmann (philosopher)";"Søren Kierk"
"Warder Clyde All";"Victor Ernest Shelf"
"Eugen Baumann";"Felix Hoppe-Seyl"
"F. H. Bradley";"T. H. Green"
"Naguib Mahfouz";"Taha Hussein"
"Nathan M. Newmark";"Nicholas Ambrasey"
"Nicola Fergol";"Vincenzo Fl"
"Nicolas Abraham";"Sándor Ferencz"
"Nicolaus Copern";"Nicholas of C"
"Philip Hall";"William Burn"
"Philip P";"Niccolò Machiavell"
"Phillip Griff";"Shiing-Shen Chern"
"Pierangelo Garegnan";"Piero Sraff"
"Pierre-Joseph Proudhon";"Victor Cousin"
"Pierre Louis M";"Pierre Bayl"
"Pl";"Philol"
"Plotin";"Pl"
"Pope Benedict XVI";"Pierre Teilhard de Chardin"
"Pope Fran";"Pierre Teilhard de Chardin"
"Pope Paul VI";"Simone Weil"
"Porphyry (philosopher)";"Plotin"
"Pramoedya Ananta T";"Tan Malak"
"Stafford B";"W. Ross Ashby"
"Stanley Cavell";"Nelson Goodman"
"Stephen S";"Nelson Goodman"
"Steve Keen";"Piero Sraff"
"Stil";"Euclid of M"
"Stuart Kauffman";"W. Ross Ashby"
"Subrahmanyan Chandrasek";"Viktor Ambartsumian"
"Sudirman";"Tan Malak"
"Sukarn";"Tan Malak"
"Sukarn";"Tan Malak"
"Wen Zhengmin";"Shen Z"
"Wendy Brown (political theorist)";"Sheldon Wolin"
"Wilhelm Kühn";"Felix Hoppe-Seyl"
"Willem de Koonin";"Wilhelmina Weber Furlon"
"William Jam";"F. C. S. Schill"
"William Jam";"Pierre Jan"
"William Labov";"Ferdinand de S"
"William Merritt C";"Fern C"
"William Sidney Moun";"John Lewis Krimmel"
"William Thomson, 1st Baron Kelvin";"Nicolas Léonard Sadi Carn"
"Philippe DeVill";"Walter F. Buckley"
"Edward S";"Steven M"
"Shoshana Felman";"Stanley Cavell"
"Edward H";"Wilhelmina Weber Furlon"
"Edward Laumann";"W. Lloyd Warn"
"Edward S. Casey";"William A. Earl"
"Elizabeth Bradford Holbrook";"Eugenia Berlin"
"Emil Kraepelin";"Wilhelm Wun"
"Emmanuel Levin";"Søren Kierk"
"Enes Karić";"Seyyed Hossein N"
"Ernest S";"Nicholas R"
"Ernesto Lacl";"Ferdinand de S"
"Ernst C";"Wilhelm von Humbol"
"Ernst Troel";"Wilhelm Windelban"
"Errico Mal";"Pierre-Joseph Proudhon"
"Erving Goffman";"W. Lloyd Warn"
"Estanislao Zul";"Fernando González (writer)"
"Anna Machin";"Steven Mithen"
"Anton Pann";"Giulio Cesare C"
"Heinrich Rick";"Wilhelm Windelban"
"Helen Frankenthal";"Tatyana Grosman"
"Henri Bergson";"Plotin"
"Henri Theil";"Pieter Hennipman"
"Henri de L";"Pierre Teilhard de Chardin"
"Henrik Ibsen";"Søren Kierk"
"Henry Augustus Pilsbry";"William Healey Dall"
"Henry Corbin";"Seyyed Hossein N"
"Henry Hazl";"Philip Wick"
"Henry Hazl";"Wilhelm Röpk"
"Henry Ludwell M";"Vilfredo P"
"Henryk Grossman";"Eugen von Böhm-Bawerk"
"Hent de V";"Stanley Cavell"
"Herbert A. Simon";"W. Ross Ashby"
"Herbert Blum";"W. I. Thom"
"Herbert R";"William Godwin"
"Herbert Spen";"Sir William Hamilton, 9th Baron"
"Herman Daly";"Nicholas Georgescu-Roegen"
"Hermann R";"Eugen Bleul"
"Hilary Putnam";"Nelson Goodman"
"Hilary Putnam";"Stanley Cavell"
"Hilary Putnam";"Willard Van Orman Quin"
"Montesq";"Nicolas Malebran"
"Moritz Schlick";"Wilhelm Wun"
"Morris Hall";"Roman Jakobson"
"Morris Janowitz";"Sidney Hook"
"Murray R";"F. A. H"
"Murray R";"Philip Wick"
"Mário Ferreira dos San";"Nicholas of C"
"John Stuart Mill";"Sir William Hamilton, 9th Baron"
"John Stuart Mill";"Nassau William Sen"
"John Stuart Mill";"Wilhelm von Humbol"
"John Tolan";"Pierre Bayl"
"John Worrall (philosopher)";"Pierre Duhem"
"Joseph Déjacq";"Pierre-Joseph Proudhon"
"Joseph Green";"Roman Jakobson"
"Joseph Schum";"Eugen von Böhm-Bawerk"
"Joseph Schum";"Philip Wick"
"Joseph Schum";"Werner Som"
"Joseph de M";"Nicolas Malebran"
"José Luis Rodríguez Z";"Philip P"
"José Ortega y G";"Wilhelm Dilthey"
"Joxe Azurmen";"Wilhelm von Humbol"
"João de D";"Eugénio Tav"
"Judith Butl";"Simone de Beauv"
"Judith Jarvis Thomson";"Philippa F"
"Jules Simon";"Victor Cousin"
"Jules Émile Planchon";"Pierre-Marie-Alexis Mill"
"Julio Castellan";"Federico Cantú Garz"
"Julius Büdel";"Siegfried P"
"Justus von L";"Felicjan Sypniewsk"
"Justus von L";"Nicolas Théodore de S"
"János Pilinszky";"Simone Weil"
"Jürgen Haberm";"Wilhelm Dilthey"
"Maura Scannell";"Evelyn B"
"Maurice All";"Vilfredo P"
"Maurice Merleau-Ponty";"Eugène Minkowsk"
"Maurice Merleau-Ponty";"Ferdinand de S"
"Max Black";"Susan Stebbin"
"Max Schel";"Nicolai Hartmann"
"Max Stirn";"Pierre-Joseph Proudhon"
"Max W";"Niccolò Machiavell"
"Max W";"Wilhelm Dilthey"
"Max W";"Wilhelm Windelban"
"Meher B";"Tajuddin Muhammad Badruddin"
"Gabriel Cram";"Nicolas Fatio de Duill"
"Gemistus Pl";"Pl"
"Gemistus Pl";"Plotin"
"Ivan Soll";"Walter Kaufmann (philosopher)"
"J. H. M";"T. H. Green"
"Kenneth P";"Susumu Tonegaw"
"Qalandar Baba Auliy";"Tajuddin Muhammad Badruddin"
"Manmohan Sin";"Nicholas Kal"
"Marian Wnuk";"Tadeusz Brey"
"Mark F";"Nick Lan"
"Mark Pellington";"Phil Solomon (filmmaker)"
"Marlene Dum";"Stanley Pink"
"Marquis de Con";"Pierre Bayl"
"Martin B";"Søren Kierk"
"Martin H";"Søren Kierk"
"Martin H";"Nicolai Hartmann"
"Martin H";"Wilhelm Dilthey"
"Theodor Herzl";"William E. Blackston"
"Theodor W. Adorn";"Søren Kierk"
"Theodor W. Adorn";"Walter Benjamin"
"Theodosius Dobzhansky";"Pierre Teilhard de Chardin"
"Thomas Berry";"Pierre Teilhard de Chardin"
"Thomas Eakin";"John Lewis Krimmel"
"Thomas Hart Benton (painter)";"Stanton Macdonald-W"
"Thomas Hart Benton (painter)";"Wilhelmina Weber Furlon"
"Thomas H";"Niccolò Machiavell"
"Thomas H";"Pierre Gassen"
"Thomas Kuhn";"Pierre Duhem"
"Thomas Kuhn";"Stanley Cavell"
"Thomas Merton";"Simone Weil"
"Thomas Nagel";"T. M. Scanlon"
"Thomas Schellin";"Niccolò Machiavell"
"Théodore Simon Jouffroy";"Victor Cousin"
"Tim Keller (pastor)";"Simone Weil"
"Tomas Lindahl";"Walter Bodm"
"Xavier Gabaix";"Sherwin Rosen"
"Toby Gibson";"Sydney Brenn"
"Nikolai Shulpinov";"Nicolai Fechin"
"Luc Montagn";"Emilio Del G"
"Lucas Fay";"Hendrik Fay"
"Lucien Goldmann";"Emil Lask"
"L";"Empedocl"
"L";"E"
"Ludwig Boltzmann";"Ernst M"
"Ludwig Wittgenstein";"Hermann von Helmholtz"
"Lyudmila Zhivkov";"Helena R"
"Mahatma Gan";"Henry David T"
"Upton Sincl";"Henry David T"
"V. Gordon Chil";"Heinrich Schliemann"
"Valmik T";"Fateh Singh R"
"Vela Velupill";"Herbert A. Simon"
"Vern Barn";"Elisabeth Kübler-R"
"Samuel von Pufendorf";"Hugo G"
"Samuel von Pufendorf";"John Selden"
"Ned Block";"Hilary Putnam"
"Paul Benacerraf";"Hilary Putnam"
"Susan Brison";"Eva Kittay"
"Bob Black";"Herbert M"
"Bob Black";"John Zerzan"
"Borden Parker Bown";"Hermann Lotz"
"Brand Blan";"Josiah Roy"
"Derek Parf";"Henry Sidgwick"
"Dimitrije Ljotić";"Joseph de M"
"Donald Davidson (philosopher)";"Herbert Feigl"
"Donald Davidson (philosopher)";"Hilary Putnam"
"Glenn Goul";"Henry David T"
"Gloria Álvarez";"Juan Bautista Al"
"Gordon All";"Edwin Hol"
"Gordon Tullock";"Henry Calvert Simon"
"G";"Empedocl"
"Gottfried Wilhelm Leibniz";"Hugo G"
"Gottlob F";"Hermann Lotz"
"Graham Harman";"José Ortega y G"
"Gregorio Ricci-C";"Elwin Bruno Christoffel"
"Gregory of Rimin";"William of Ockham"
"Gretchen Kalonj";"John W. Cahn"
"Konrad Lorenz";"William McDougall (psychologist)"
"Kostis Palam";"Ion Dragoum"
"R. M. H";"Henry Sidgwick"
"Rabindranath T";"Paul N"
"Jacopo Amigon";"Antonio Bell"
"Maxwell Armfiel";"Joseph Southall"
"Karl Ludwig von Hall";"Joseph de M"
"Sayyad Laal Shah Hamdan";"Muhammad Usman Daman"
"Varnette Honeyw";"Herman Bailey"
"Akira Suzuki (chemist)";"Herbert C. Brown"
"Al Williamson";"Joseph Clement Coll"
"Alain Finkielk";"Emmanuel Levin"
"Alain de Ben";"José Ortega y G"
"Alain de Ben";"Julius Evol"
"Albert Einstein";"Ernst M"
"Albert Einstein";"Henri Poincaré"
"Albert Einstein";"Moritz Schlick"
"Albert Ell";"E"
"Albert Hofmann";"Ernst von B"
"Albert Jay Nock";"José Ortega y G"
"Albert Kapikian";"June Alm"
"Aleksandr Dugin";"Julius Evol"
"Alexander Cockburn";"Eqbal Ahm"
"Alexander Hamilton";"Emer de Vattel"
"Alexandre Koyré";"Edwin Arthur B"
"Alexis de Tocquevill";"Montesq"
"Alfred Marshall";"William Stanley Jevon"
"Alfred Marshall";"Henry Sidgwick"
"Alfred Marshall";"Jules D"
"Alfred North W";"Henri Bergson"
"Alfred North W";"Heracl"
"Ali S";"Muhammad Iqbal"
"Allan San";"Edwin Hubbl"
"Allen Buchanan";"Stephen Darwall"
"Allen Newell";"Herbert A. Simon"
"Alok Bhargav";"Herbert A. Simon"
"Charles Baudel";"Joseph de M"
"Charles Cotton (geologist)";"William Morris Dav"
"Charles Darwin";"Herbert Spen"
"Charles Grafton P";"William Sturgeon"
"Charles Hartshorn";"Jules Leq"
"Charles M";"Joseph de M"
"Charles Renouv";"Jules Leq"
"Charlotte Bühl";"Hermann Ebbin"
"Charlotte Moore Sitterly";"Henry Norris Russell"
"Che Guev";"José Carlos Mariá"
"Finn E. Kydlan";"John M"
"Finn E. Kydlan";"Joseph Schum"
"Flannery O'Conn";"Eric Voegelin"
"Florentino Ameghin";"Juan Brè"
"Floyd Henry All";"Edwin Hol"
"Floyd Henry All";"Herbert Langfel"
"Nikos Kazantzak";"Ion Dragoum"
"Nikos Kazantzak";"Henri Bergson"
"Noam Chomsky";"Eqbal Ahm"
"Nobuhiro Kiyotak";"Hirofumi Uzaw"
"Norbert Walter (economist)";"Herbert G"
"Norbert Wien";"Josiah Roy"
"Norberto B";"Giorgio Del V"
"Norman Ackroy";"Julian Trevelyan"
"Norman Daniel";"Hilary Putnam"
"Norman O. Brown";"Herbert M"
"Norman Robson (botanist)";"William T. Stearn"
"Odysseas Ely";"Ion Dragoum"
"Olavo de Carval";"Eric Voegelin"
"Olavo de Carval";"Mário Ferreira dos San"
"Olavo de Carval";"José Ortega y G"
"Georgios Griv";"Ion Dragoum"
"Débora Aran";"Eladio Vélez"
"Ei-ichi N";"Herbert C. Brown"
"Hartry Fiel";"Hilary Putnam"
"Stathis Psill";"Richard Boy"
"Avital Ronell";"Emmanuel Levin"
"B. F. Skinn";"Henry David T"
"Ba Jin";"Emma Goldman"
"Baruch Spinoz";"Hugo G"
"Baruch Spinoz";"E"
"Lorenz von Stein";"Henri de Saint-Simon"
"Louis Veuill";"Joseph de M"
"Louis de Bonal";"Joseph de M"
"Camille Pagl";"Erich Neumann (psychologist)"
"Carl Jun";"Heracl"
"Carl Schm";"Joseph de M"
"Carl Stumpf";"Hermann Lotz"
"Caroline My";"Elisabeth Kübler-R"
"Chris Harman";"Henryk Grossman"
"Christian Cardell C";"Emanuel Hahn"
"Christopher Hitchen";"Edward S"
"Chögyam Trun";"Erich Fromm"
"Claude Stein";"Eric Bern"
"Colin Pitten";"Erwin Bünnin"
"Albert of Saxony (philosopher)";"William of Ockham"
"Andrea Smith (academic)";"Judith Butl"
"Gayatri Chakravorty Spivak";"Edward S"
"Georg Elias Müll";"Hermann Lotz"
"Georg Wilhelm Friedrich Hegel";"Heracl"
"Georg Wilhelm Friedrich Hegel";"Montesq"
"Georg Wilhelm Friedrich Hegel";"John Scotus Eriugen"
"George Bellow";"William Merritt C"
"George Bernard Shaw";"Henry David T"
"George Bool";"Hilary Putnam"
"George David Birkhoff";"Henri Poincaré"
"George Herbert M";"Josiah Roy"
"George Reisman";"Henry Hazl"
"George Stigl";"Henry Calvert Simon"
"George Sylvester M";"Hermann Ul"
"George Trumbull L";"Hermann Lotz"
"George Vernadsky";"Heinrich Rick"
"George Washington";"Emer de Vattel"
"Gerd Gigerenz";"Herbert A. Simon"
"Ghillean Pran";"William T. Stearn"
"Giambattista V";"Hugo G"
"Giambattista V";"John Selden"
"Gilles Deleuz";"Henri Bergson"
"Giorgio Agamben";"Emmanuel Levin"
"Giuseppe T";"Julius Evol"
"Jean-Henri F";"Juan Brè"
"Jean-Jacques R";"Hugo G"
"Jean-Jacques R";"Montesq"
"Jean-Luc Marion";"Emmanuel Levin"
"Jean-Paul S";"Henri Bergson"
"Jean-Paul S";"Henri Lefebv"
"Jean Barbey";"Hugo G"
"Jean Baudrill";"Emil Cioran"
"Jean Baudrill";"Henri Lefebv"
"Jean Bricmon";"Jules Vuillemin"
"Jean Buridan";"William of Ockham"
"Jeremy Bentham";"E"
"Jerry F";"Hilary Putnam"
"Jerzy Neyman";"William Sealy G"
"Joaquín V. González";"Juan Bautista Al"
"Johann Gottlieb F";"Gottlob Ernst Schulz"
"Johann Hal";"Ernst May"
"Johannes Diderik van der Waal";"Josiah Willard G"
"John Akeroy";"William T. Stearn"
"John Anderson (philosopher)";"Edwin Hol"
"John Cassav";"Morris Engel"
"John Constabl";"John Mal"
"John Cony";"William Wollaston"
"John Dewey";"William Jam"
"John F. Kennedy";"Henry David T"
"John Gardner (legal philosopher)";"Joseph Raz"
"John H. C";"John T"
"John Hick";"Erik Lindahl"
"John Leslie (physicist)";"John West (mathematician)"
"John Lock";"Hugo G"
"John Lock";"John Selden"
"John Marin";"William Merritt C"
"Emily M. Dougl";"Murray A. S"
"Peter Damian";"John Scotus Eriugen"
"Benedict Anderson";"Ernest Gelln"
"Benjamin Franklin";"Emer de Vattel"
"Benjamin R";"Joseph Black"
"Benjamin Tuck";"Josiah Warren"
"Benno Ndul";"Justinian Rweyemam"
"Benny Lévy";"Emmanuel Levin"
"Bernard-Henri Lévy";"Emmanuel Levin"
"Bernard Lonergan";"Joseph Maréchal"
"Bertrand Russell";"William Jam"
"Bertrand Russell";"William of Ockham"
"Bertrand Russell";"Henry Sidgwick"
"Bertrand Russell";"Hermann Lotz"
"Karl J";"Heinrich Blü"
"Karl Marx";"William Petty"
"Karl Marx";"E"
"Karl Marx";"Henri de Saint-Simon"
"Karl Marx";"Joseph Dietzgen"
"Karl Mennin";"Elmer Ernest S"
"Karl P";"William Stanley Jevon"
"Karl P";"Heracl"
"Karl Rahn";"Erich Przyw"
"Karl Rahn";"Joseph Maréchal"
"Karol Olszewsk";"Emil Czyrniańsk"
"Katharine Adam";"Sarah Prideaux"
"Katsuhito Iw";"Hirofumi Uzaw"
"Kenneth Arrow";"Joseph Schum"
"Leo S";"Eric Voegelin"
"Leo S";"Ernst C"
"Leo S";"Hermann Cohen"
"Leo Tolstoy";"Henry David T"
"Leslie Green (philosopher)";"Joseph Raz"
"Lev Vygotsky";"Hermann Ebbin"
"Lew Rockwell";"Henry Hazl"
"Lewis Terman";"Hermann Ebbin"
"Liang Shumin";"Henri Bergson"
"Lionel Robbin";"William Stanley Jevon"
"Lippy Lipshitz";"Moses Kottl"
"Terry Eagleton";"Herbert McC"
"Zygmunt Bauman";"Emmanuel Levin"
"Álvaro Alsogaray";"Juan Bautista Al"
"Élie Cartan";"Jules Tannery"
"Éliphas Lév";"Joseph de M"
"Émile Borel";"Jules Tannery"
"Émile Durkheim";"William Jam"
"Émile Durkheim";"Herbert Spen"
"Émile Durkheim";"Montesq"
"Évariste Gal";"Joseph-Louis Lagran"
"Timothy S";"Josiah Roy"
"Fateh Muhammad Malik";"Muhammad Iqbal"
"Marcia Baron";"Stephen Darwall"
"Robert J. Lin";"Jonathan Dordick"
"Luiz Felipe Pondé";"Mário Ferreira dos San"
"Manuel Valencia (painter)";"Jules Tavernier (painter)"
"Michael Mann (sociologist)";"Ernest Gelln"
"Michel Aflaq";"Henri Bergson"
"Michel Onfray";"Julien Offray de La M"
"Miguel Serran";"Julius Evol"
"Milton Friedman";"Henry Calvert Simon"
"Milton Friedman";"Henry Hazl"
"Mircea El";"Julius Evol"
"Rudolf Stein";"Helena Blavatsky"
"Russell Kirk";"Eric Voegelin"
"Russell Kirk";"Joseph de M"
"S. R. Ranganathan";"Suzanne B"
"Salem Blan";"John Watson (philosopher)"
"Salem Blan";"John William Dawson"
"Samuel Alexan";"Edwin Hol"
"Javier Mariá";"José Carlos Mariá"
"Metrodorus of Lampsacus (the younger)";"E"
"Slavoj Žižek";"Ernesto Lacl"
"S";"Diotima of Mantin"
"S";"Empedocl"
"Sogyal Rin";"Elisabeth Kübler-R"
"Dora Carrington";"John Nash (artist)"
"Douglas Hof";"Ernest Nagel"
"Douglas John Hall";"Emil Fackenheim"
"Duncan K. Foley";"Erik Lindahl"
"E. B. W";"Henry David T"
"E. O. Wilson";"William Morton Wheel"
"E. O. Wilson";"Henry David T"
"E. W. Hobson";"Grace Chisholm Youn"
"Ebrahim Amin";"Muhammad Husayn T"
"Edith Pen";"Joseph Schum"
"Edith Stein";"Erich Przyw"
"Edmund Burk";"Montesq"
"Edmund Burk";"John Selden"
"Edmund Husserl";"William Jam"
"Edmund Husserl";"Paul N"
"Edmund Husserl";"Heinrich Rick"
"Edmund Husserl";"Hermann Lotz"
"Edmund Phel";"William Phillips (economist)"
"Eduard Hitz";"Emil du Bois-Reymon"
"Eduard Limonov";"Julius Evol"
"Edward C. P";"John M"
"Edward C. P";"Joseph Schum"
"Edward C. Tolman";"Edwin Hol"
"Francis Parker Yockey";"Joseph de M"
"Francis Parker Yockey";"Julius Evol"
"Francois Truff";"Morris Engel"
"Frank F";"William Stanley Jevon"
"Franklin D. Roosevel";"Julian Cool"
"Franz Müll";"Heinrich P"
"Fred Evans (philosopher)";"Edward S. Casey"
"Fred R";"Margaret McFarlan"
"Fredric Jameson";"Ernst Bl"
"Fredric Jameson";"Henri Lefebv"
"Friedrich Albert Lan";"Hermann von Helmholtz"
"Friedrich Engel";"Heracl"
"Friedrich Nietz";"Empedocl"
"Friedrich Nietz";"Heracl"
"Friedrich Nietz";"Julius Bahnsen"
"G. E. M";"Henry Sidgwick"
"Gabriel Marcel";"Henri Bergson"
"Gabriel Marcel";"Josiah Roy"
"Gabriel Salaz";"Julio César J"
"Gunnar Myrdal";"John R. Common"
"Gustav Bergmann";"Moritz Schlick"
"Gustavo Gutiérrez";"José Carlos Mariá"
"Gustavus Adolphus of Sweden";"Hugo G"
"Guy D";"Henri Bergson"
"Guy D";"Henri Lefebv"
"H. Richard N";"Ernst Troel"
"Ha-Joon Chan";"Joseph Schum"
"Hamid D";"Edward S"
"Han Ryn";"E"
"Hannah Aren";"Heinrich Blü"
"Hannah Aren";"Montesq"
"Hans-Georg Gadam";"Paul N"
"Hans Henrik R";"William Morris Dav"
"Hans Urs von Bal";"Erich Przyw"
"Harold Jeffrey";"William Sealy G"
"Harvey J. Levin";"William Vickrey"
"Hassan Hassanzadeh Amol";"Muhammad Husayn T"
"Hastings Rashdall";"Henry Sidgwick"
"Hossein N";"Muhammad Husayn T"
"Howard Bluestein";"Edwin Kessl"
"Howard Zinn";"Eqbal Ahm"
"Hugh Pennington";"June Alm"
"Huldrych Zwingl";"John Wycliff"
"Humberto Fuenzal";"Emmanuel de Martonn"
"Hyacinthe R";"Antoine Ran"
"Hyman Minsky";"Henry Calvert Simon"
"Hyman Minsky";"Joseph Schum"
"Ibrahim Abu-L";"Eqbal Ahm"
"Ibrahim Lipum";"Justinian Rweyemam"
"Immanuel Hermann F";"Henrik Steffen"
"Irving F";"William Stanley Jevon"
"Isaac Newton";"Henry Briggs (mathematician)"
"Isaac Todhun";"William Whewell"
"Ismail Gul";"Elaine Hamilton-O'Neal"
"Israr Ahm";"Muhammad Iqbal"
"Ivan Yefremov";"Helena R"
"J. J. C. Sm";"Henry Sidgwick"
"J. M. E. McT";"Heracl"
"Jack London";"Herbert Spen"
"Jacques D";"Emmanuel Levin"
"Jacques Maritain";"Henri Bergson"
"James Ivory (mathematician)";"John West (mathematician)"
"James J. Gibson";"Edwin Hol"
"James Luther Adam";"Ernst Troel"
"James Stockdal";"E"
"James V. Schall";"Eric Voegelin"
"James V. Schall";"Josef P"
"James Ward (psychologist)";"Hermann Lotz"
"James W";"Joseph Black"
"Jan H";"John Wycliff"
"Jasbir P";"Judith Butl"
"Javier Mil";"Juan Bautista Al"
"Jawaharlal N";"Henri Bergson"
"Samuel Johnson";"William Wollaston"
"Sandy Stone (artist)";"Judith Butl"
"Saul Bellow";"Edward Shil"
"Saul Kripk";"Hilary Putnam"
"Seneca the Youn";"E"
"Seraphim R";"Josef P"
"Myrtelle Canavan";"Elmer Ernest S"
"Nancy Kanw";"Justine Sergen"
"Amos Tversky";"Herbert A. Simon"
"Anax";"Heracl"
"Andreas Frey";"Juergen B. Don"
"Andreas Papan";"Ion Dragoum"
"Andrew Feen";"Herbert M"
"Angela Dav";"Herbert M"
"Angela Vincen";"John Newsom-Dav"
"Angelos Sikelian";"Ion Dragoum"
"Ann-Sophie Qvarnström";"Einar Jolin"
"Anna-Teresa Tymienieck";"Henri Bergson"
"Anselm S";"Herbert Blum"
"Anthony D. Sm";"Ernest Gelln"
"Antonie Pannekoek";"Joseph Dietzgen"
"Antonio Bal";"Antonio Bell"
"Antonio Dam";"William Jam"
"Antonio M";"José Ortega y G"
"Aristotl";"Empedocl"
"Armando Reverón";"Emilio B"
"Armin Falk";"Ernst F"
"Arnold Toyn";"Joseph Toyn"
"Arrian";"E"
"Arthur Cecil P";"Henry Sidgwick"
"Arthur Evan";"Heinrich Schliemann"
"Arundhati Roy";"Eqbal Ahm"
"August Kekulé";"John Sten"
"Auguste Brav";"Moritz Ludwig Frankenheim"
"Auguste Com";"Henri de Saint-Simon"
"Auguste Com";"Joseph de M"
"Augustus De Morgan";"William Whewell"
"Oliver E. Williamson";"Herbert A. Simon"
"Oscar H";"José Ferrater M"
"Oswald Spengl";"Heracl"
"Otto Hahn";"William Ramsay"
"Bruce Kuklick";"Edwin Hol"
"Ramón R";"Juan Bautista Al"
"Rand Paul";"Henry Hazl"
"Raoul Vaneigem";"Henri Lefebv"
"Rashid Khal";"Edward S"
"Raymond Aron";"Eric Voegelin"
"Raúl Alfonsín";"Juan Carlos Portan"
"René D";"William of Ockham"
"Ricardo López Murphy";"Juan Bautista Al"
"Richard Evans Schul";"Ernst von B"
"Richard Rorty";"William Jam"
"Richard Thal";"Herbert A. Simon"
"Yvonne Edwards Tuck";"Herman Bailey"
"Abbie Hoffman";"Herbert M"
"Abbé P";"Emmanuel Moun"
"Abdollah Javadi-Amol";"Muhammad Husayn T"
"Abdullah Öcalan";"Murray Bookchin"
"Abdus Salam";"Muneer Ahmad R"
"Abimael Guzmán";"José Carlos Mariá"
"Abraham Maslow";"Henry Murray"
"Abul A'la M";"Muhammad Iqbal"
"Adam Ferguson";"Montesq"
"Adam Sm";"William Petty"
"Adam Sm";"John Selden"
"Charles C. Deam";"Edwin Lincoln Moseley"
"Charles Rollo P";"Jules Tavernier (painter)"
"Trevor Swan";"Joseph Schum"
"Tullio Levi-Civ";"Elwin Bruno Christoffel"
"Tyler B";"Hilary Putnam"
