"influences";"influenced"
"Sandra L";"Ludwig Wittgenstein"
"Syed Ahmad Khan";"Thomas Walker Arnol"
"Talal A";"Ludwig Wittgenstein"
"Talcott Parson";"Edward Shil"
"Tan Malak";"Ludwig F"
"Tanakadate Aik";"Thomas Corwin Mendenhall"
"D. Gale Johnson";"Theodore Schultz"
"Werner Heisen";"Wolfgang Paul"
"Wesley Clair Mitchell";"Thorstein Veblen"
"Wilfrid Sell";"Edmund Husserl"
"Wilfrid Sell";"Ludwig Wittgenstein"
"Wilhelm Gl";"Peter van de Kam"
"Willebrord Snell";"Edward Wright (mathematician)"
"William A. Earl";"Karl J"
"William Alston";"Thomas R"
"William Godwin";"Thomas Pain"
"William Henry Flow";"Thomas Henry Huxley"
"William Herschel";"Thomas Young (scientist)"
"William Jam";"Pierre Jan"
"William Jam";"Thomas R"
"William Kaye E";"Edwin Ray G"
"William L. Row";"Thomas R"
"William MacAskill";"Toby O"
"Eleanor R";"Ludwig Wittgenstein"
"Elizabeth Grosz";"Luce Irigaray"
"Gilbert Ryl";"Edmund Husserl"
"Gilbert Ryl";"Ludwig Wittgenstein"
"Paul Rosenstein-Rodan";"Ragnar Nurk"
"Anna-Teresa Tymienieck";"Józef Maria Bocheńsk"
"Anne Ridley";"Tim Hun"
"Antero de Quental";"Pierre-Joseph Proudhon"
"Antiochus of Ascalon";"Philo of L"
"Antoine Lav";"Pierre Macq"
"Antonin Sertillan";"Louis Lavell"
"Antonio Rosmin";"Karl Ludwig von Hall"
"Aristotl";"Py"
"Arnold Davidson";"Pierre H"
"Arnold Heertj";"Pieter Hennipman"
"Arnt Eliassen";"Ragnar Fjørtof"
"Emil Cioran";"Philipp Mainlän"
"Emma Goldman";"Louis Blan"
"Emmanuel Levin";"Edmund Husserl"
"Emmanuel Levin";"Lucien Lévy-Bruhl"
"Empedocl";"Py"
"Enrique Dussel";"Xavier Z"
"Enrique Dussel";"Edmund Husserl"
"E";"Py"
"Erich Przyw";"Edith Stein"
"Erich Przyw";"Edmund Husserl"
"Ernest Beck";"Thomas Szasz"
"Ernest Gelln";"Karl P"
"Ernst Gom";"Karl P"
"Errico Mal";"Pierre-Joseph Proudhon"
"Euclides da Cun";"Ludwig Gumplowicz"
"Eugen Fink";"Edmund Husserl"
"Eugène Minkowsk";"Ludwig Binswan"
"Giacomo L";"L"
"Giambattista V";"Pierre Bayl"
"Gilles Deleuz";"L"
"Giorgio Agamben";"Ludwig Wittgenstein"
"Giovanni A";"Karl Polany"
"Gordon All";"Edwin Hol"
"Gottfried Wilhelm Leibniz";"Pierre Gassen"
"Marc Lav";"Wynne Godley"
"Margaret A";"Pierpaolo Don"
"Maria von Linden";"Theodor Eim"
"Marinus of Neapol";"Procl"
"Mario Christian Mey";"Julian de Aj"
"Mario P";"Karl Georg Christian von S"
"Marjorie Perloff";"Ludwig Wittgenstein"
"Mark F";"Theodor W. Adorn"
"Mark Granov";"Karl Polany"
"Mark Twain";"Thomas Pain"
"Marquis de Con";"Pierre Bayl"
"Marshall McLuhan";"Pierre Teilhard de Chardin"
"Marshall Sahlin";"Karl Polany"
"Marsilio Ficin";"Procl"
"Martin B";"Ludwig F"
"Martin H";"Edith Stein"
"Martin H";"Edmund Husserl"
"Martin L";"William of Ockham"
"Martin Schwarzschil";"Karl Schwarzschil"
"Martin Shubik";"Lloyd Shapley"
"Martin Wolf";"Wynne Godley"
"Marvin F";"Edmund Husserl"
"Mary I of Englan";"Thomas Cajetan"
"Mary Wollstonecraf";"Thomas Pain"
"Pl";"Philol"
"Pl";"P"
"Pl";"Py"
"Pope Benedict XVI";"Pierre Teilhard de Chardin"
"Pope Fran";"Pierre Teilhard de Chardin"
"Pope John Paul II";"Edith Stein"
"Pope John Paul II";"Edmund Husserl"
"David D. Keck";"Edmund J"
"David Miller (philosopher)";"Karl P"
"Vincent Descom";"Ludwig Wittgenstein"
"Manuel González P";"Ludwig Gumplowicz"
"Martin Cohen (philosopher)";"Thomas Kuhn"
"Martine Nida-Rümelin";"Wolfgang Stegmüll"
"Mathieu Orfil";"Louis Nicolas Vauquelin"
"Stephen Menn";"Pierre Duhem"
"François Picav";"Julien Offray de La M"
"Posidon";"Pan"
"Friedrich Waismann";"Ludwig Wittgenstein"
"Morris Weitz";"Ludwig Wittgenstein"
"Veena D";"Ludwig Wittgenstein"
"Otto Kahl";"Karl Hugo H"
"Sergei Korsakoff";"Theodor Meyn"
"Jean Bodin";"Petrus Ram"
"Richard Norw";"Edward Wright (mathematician)"
"Bronisław Malinowsk";"Edvard Westermarck"
"Bruce Nauman";"Ludwig Wittgenstein"
"Bruno B";"Ludwig F"
"Bruno Kreisky";"Karl Kautsky"
"Bryan M";"Karl P"
"Adam de Wodeham";"William of Ockham"
"Adolf Rein";"Edith Stein"
"Adolf Rein";"Edmund Husserl"
"Ayşe Buğ";"Karl Polany"
"Jacques Barzun";"Louis Arnaud R"
"Jacques Bouv";"Ludwig Wittgenstein"
"Jacques D";"Edmund Husserl"
"Jacques D";"Louis Blan"
"Jacques Drèz";"Edmond Malinv"
"Jacques Ellul";"Thomas Kuhn"
"Jaime Escalan";"Louis Leithol"
"Jakaya Kikw";"Justinian Rweyemam"
"Jakob Friedrich F";"Karl Leonhard Reinhol"
"James Beattie (poet)";"Thomas R"
"James C. S";"Karl Polany"
"James Chadwick";"Philip Burton Moon"
"James Clerk Maxwell";"Thomas Young (scientist)"
"James J. Gibson";"Edwin Hol"
"James Tully (philosopher)";"Ludwig Wittgenstein"
"James W";"Thomas Newcomen"
"Jan Patočk";"Edmund Husserl"
"Jan Pen";"Pieter Hennipman"
"Jasper John";"Ludwig Wittgenstein"
"Jean-François Ly";"Ludwig Wittgenstein"
"Jean-Jacques R";"Pierre Bayl"
"Jean-Jacques R";"Pierre Gassen"
"Jean-Luc Marion";"Edmund Husserl"
"Jean-Paul S";"Edmund Husserl"
"Jean-Paul S";"Louis Blan"
"Jean-Étienne Dominique Esquirol";"Philippe Pinel"
"Jean Buridan";"William of Ockham"
"Jean Guitton";"Louis Lavell"
"Jean P";"Lucien Lévy-Bruhl"
"Kathryn Tann";"Karl Rahn"
"Keith L";"Thomas R"
"Ken Wil";"Jürgen Haberm"
"Bruce Caldwell (economist)";"Ludwig Lachmann"
"Bruce Greyson";"Elisabeth Kübler-R"
"Bruce Kuklick";"Edwin Hol"
"Maurice Merleau-Ponty";"Edmund Husserl"
"Max Adler (Marxist)";"Karl Kautsky"
"Max Black";"Ludwig Wittgenstein"
"Max Horkheim";"Theodor W. Adorn"
"Max Schel";"Edmund Husserl"
"Max Stirn";"Pierre-Joseph Proudhon"
"Max Stirn";"Yang Z"
"Max Stirn";"Ludwig F"
"Men";"Yang Z"
"Candace Vogl";"Philippa F"
"Rainer F";"Jürgen Haberm"
"Rajnish M";"Edward C. P"
"Ralph Kron";"Wolfgang Paul"
"Ralph McInerny";"Thomas Cajetan"
"Ramalinga Swamigal";"Thiruvalluv"
"Rashid Khal";"Edward S"
"Ray B";"Thomas Metzin"
"Ray Lank";"Thomas Henry Huxley"
"Ray Monk";"Ludwig Wittgenstein"
"Raymond G";"Theodor W. Adorn"
"Reiner Grundmann";"Peter Wein"
"Renaud B";"Louis Lavell"
"René D";"William of Ockham"
"Hans Blumen";"Edmund Husserl"
"Shimshon Bichl";"Thorstein Veblen"
"Eugene Kennedy";"Earl Evans (scientist)"
"Eurytus (Pythagorean)";"Philol"
"James Frederick F";"Thomas R"
"Niklaus W";"Edsger W. Dijk"
"Nikolai Berdyaev";"Peter Struv"
"Nikolai Berdyaev";"Louis Lavell"
"Nikolas Kom";"Jürgen Haberm"
"Nikolas Kom";"Ludwig Wittgenstein"
"Nikolay Chernyshevsky";"Ludwig F"
"Noam Chomsky";"Pāṇin"
"Noam Chomsky";"Louis Blan"
"Noam Chomsky";"Ludwig Wittgenstein"
"Nobuo Ok";"Piero Sraff"
"Norman Girvan";"Lloyd B"
"Norman Malcolm";"Ludwig Wittgenstein"
"Gylfi Z";"Edmund Phel"
"Hayashi Razan";"Fujiwara Seik"
"Geoffrey Hodgson";"Thorstein Veblen"
"Helmuth Plessn";"Edmund Husserl"
"Henry Jones (philosopher)";"Edward C"
"Ignacy S";"Karl William K"
"Louis Hjelmslev";"Lucien Lévy-Bruhl"
"Ulrich Horstmann";"Philipp Mainlän"
"Ludwig Lan";"Edmund Husserl"
"Gustav Ratzenhof";"Ludwig Gumplowicz"
"Helmut Reichel";"Theodor W. Adorn"
"Francis Pl";"Thomas Hodgskin"
"Roman Ingarden";"Edith Stein"
"Roman Ingarden";"Edmund Husserl"
"Clarence Edwin Ay";"Thorstein Veblen"
"Colin McGinn";"Edmund G"
"Alfredo B";"Louis Lavell"
"John Kenneth Gal";"Thorstein Veblen"
"John Lock";"Pierre Gassen"
"John Lock";"Thomas Sydenham"
"John Maynard Keyn";"Piero Sraff"
"John Maynard Keyn";"Thomas Robert Mal"
"John McDowell";"Philippa F"
"John N. M";"Jürgen M"
"John Snow";"Thomas S"
"John Tolan";"Pierre Bayl"
"John Watson (philosopher)";"Edward C"
"John Worrall (philosopher)";"Pierre Duhem"
"John Wycliff";"William of Ockham"
"John Zerzan";"Theodor W. Adorn"
"Jon Folkman";"Lloyd Shapley"
"Jon Sobrin";"Karl Rahn"
"Joseph Con";"Józef Retin"
"Joseph Déjacq";"Pierre-Joseph Proudhon"
"Joseph Déjacq";"Louis Blan"
"Joseph Epstein (writer)";"Edward Shil"
"Joseph Margol";"P"
"Joseph Schum";"Philip Wick"
"Joseph Stalin";"Karl Kautsky"
"Joseph Stiglitz";"Karl Polany"
"Joseph W";"Karl Herzfel"
"Joseph de M";"Pierre Gassen"
"Joseph de M";"Thomas Cajetan"
"Joseph de M";"William of Ockham"
"Joseph de M";"Louis de Bonal"
"Josephine Pemberton";"Tim Clutton-Brock"
"José Luis Rodríguez Z";"Philip P"
"José Ortega y G";"Edmund Husserl"
"Jovan Cvijić";"Eduard S"
"Juan Donoso Corté";"Louis de Bonal"
"Judith Butl";"Theodor W. Adorn"
"Judith Butl";"Luce Irigaray"
"Judith Jarvis Thomson";"Philippa F"
"Jules Émile Planchon";"Pierre-Marie-Alexis Mill"
"Julia Kristev";"Lucien Goldmann"
"Saul Bellow";"Edward Shil"
"Semyon Frank";"Peter Struv"
"Sergei Bulgakov";"Peter Struv"
"Edward J. Green";"Edward C. P"
"Giovanni Girolamo S";"Tommaso Cev"
"Zhu Dak";"Xu Zidon"
"Pierre des Maizeaux";"Pierre Bayl"
"Léon D";"Louis de Bonal"
"B. F. Skinn";"Edwin Hol"
"B. R. Ambedk";"Jyotirao Phul"
"Barry Smith (ontologist)";"Edmund Husserl"
"Baruch Spinoz";"Xenophan"
"Baruch Spinoz";"L"
"Ira Katznelson";"Karl Polany"
"Itō N";"Jun Tsuj"
"Ivan Ergić";"Ljubodrag Simonović"
"Moncure D. Conway";"Thomas Pain"
"Mordecai Kurz";"Edmund Phel"
"Moses Finley";"Karl Polany"
"Muhammad Iqbal";"Thomas Walker Arnol"
"Murray Bookchin";"Louis Blan"
"Murray R";"Philip Wick"
"Murray R";"Thomas Cajetan"
"Myron Schol";"Louis Bachel"
"Myrtelle Canavan";"Elmer Ernest S"
"Nagarjun";"Py"
"Nancy F";"Jürgen Haberm"
"Chen Pingyuan";"Xu Zidon"
"Tony H";"Edsger W. Dijk"
"Joseph Jastrow";"Edwin Hol"
"Patricia K";"Philip K"
"Abdullah Öcalan";"Theodor W. Adorn"
"Abraham Lincoln";"Thomas Pain"
"Abu Ma'shar al-Balk";"Ptolemy"
"Adam Wielomsk";"Louis de Bonal"
"Adnan Hy";"Timothy D. Bak"
"Agnes T";"Eduard von Hartmann"
"C. Kenneth W";"Philip K"
"C. L. R. Jam";"Karl K"
"C. Wright Mill";"Thorstein Veblen"
"C. Wright Mill";"Karl Mannheim"
"Caner Taslaman";"Yaşar Nuri Öztürk"
"Catherine Mal";"Luce Irigaray"
"Catherine de' M";"Thomas Cajetan"
"Charles, Prince of Wal";"Winifred Rushf"
"Charles Darwin";"Pierre Gassen"
"Charles Darwin";"Thomas Pain"
"Charles Darwin";"Thomas Robert Mal"
"Charles Darwin";"Yang Z"
"Charles Darwin";"Edward Bly"
"Charles Darwin";"L"
"Charles Darwin";"Ludwig F"
"Charles H";"Thomas R"
"Charles Larm";"Louis Al"
"Charles M";"Louis de Bonal"
"Charles Sanders P";"Thomas R"
"Chris H";"Edward S"
"Christopher F";"Thomas Cajetan"
"Christopher Hitchen";"Thomas Pain"
"Christopher Hitchen";"Edward S"
"Christopher Phill";"Justus Buchl"
"C";"Philo of L"
"C";"Pan"
"C";"L"
"Steve Keen";"Piero Sraff"
"Steve Keen";"Wynne Godley"
"Steven Pink";"Thomas Schellin"
"Strato of Lam";"T"
"Susanne Lan";"Louis Arnaud R"
"Suzanne Eaton";"Kai Simon"
"Sven Giegol";"Jörg Huffschm"
"Frits Staal";"Pāṇin"
"Fred L. Block";"Karl Polany"
"Nancy Bauer (philosopher)";"Rae Langton"
"Jacob Hack";"Karl Polany"
"Sun-Yung Alice Chan";"Jürgen M"
"Carl Jun";"Pierre Jan"
"Carl Jun";"Wolfgang Paul"
"Carl Jun";"Eduard von Hartmann"
"Carl Jun";"Lucien Lévy-Bruhl"
"Carl Schm";"Louis de Bonal"
"Carlo Cattan";"Ludwig Gumplowicz"
"Carlos Gustavo M";"Elon Lages Lim"
"Caroline My";"Elisabeth Kübler-R"
"Hjalmar August Schiøtz";"Louis Émile Javal"
"Homi K. B";"Edward S"
"Honoré de Balz";"Louis de Bonal"
"Hoshina Masayuk";"Yamazaki An"
"Howard Bluestein";"Edwin Kessl"
"Hubert Harrison";"Thomas Henry Huxley"
"Hugh Pennington";"June Alm"
"Benjamin Minge D";"Yellapragada Subbarow"
"L. Randall Wray";"Wynne Godley"
"Laurence A. Rickel";"Ludwig Binswan"
"Laurens van der P";"Winifred Rushf"
"Elżbieta Hał";"Pierpaolo Don"
"George Uglow P";"Thiruvalluv"
"Herman Tønnessen";"Peter Wessel Zapff"
"Marius Tschernin";"Louis Émile Javal"
"Stephen Toulmin";"R. B. Braithw"
"Gabriel Anton";"Theodor Meyn"
"Gabriel Biel";"William of Ockham"
"Walter J. On";"Louis Lavell"
"Stephen David R";"Justus Buchl"
"Walter Charleton";"Pierre Gassen"
"Don Lav";"Ludwig Lachmann"
"Douglas Kelln";"Karl K"
"Dragoš Kalajić";"Julius Evol"
"Dugald Stew";"Thomas R"
"Slavoj Žižek";"Theodor W. Adorn"
"Slavoj Žižek";"Louis Blan"
"Sogyal Rin";"Elisabeth Kübler-R"
"Cristina Lafon";"Jürgen Haberm"
"Donald A. Gill";"Karl P"
"Jonathan Nitzan";"Thorstein Veblen"
"Theon of Alexan";"Ptolemy"
"Halvor Sol";"Ragnar Fjørtof"
"Sekkiz";"Thiruvalluv"
"Ian Jarv";"Karl P"
"Ilango Adigal";"Thiruvalluv"
"Émile J";"Pierre Duhem"
"Corrado S";"Karl Georg Christian von S"
"Graham Harman";"Xavier Z"
"Gregory of Rimin";"William of Ockham"
"Guru Nanak";"K"
"Gustave M";"Théodore Chassé"
"H. G. Well";"Thomas Henry Huxley"
"Hedwig Conrad-M";"Edith Stein"
"Heiner Flassbeck";"Wolfgang Stützel"
"Heinrich Blü";"Karl J"
"Helmut Schm";"Karl P"
"Henri Theil";"Pieter Hennipman"
"Henri de L";"Pierre Teilhard de Chardin"
"Henri de L";"Thomas Cajetan"
"Henry A. Wall";"Thorstein Veblen"
"Henry Fairfield Osborn";"Thomas Henry Huxley"
"Henry Hazl";"Philip Wick"
"Henry Ludwell M";"Karl Pearson"
"Henry S";"Thomas Ypsilan"
"Henry VIII";"William of Ockham"
"Heracl";"Xenophan"
"Herbert Gin";"Karl Polany"
"Herbert M";"Theodor W. Adorn"
"Herbert Vorgriml";"Karl Rahn"
"Herman Daly";"Karl Polany"
"Hermann Weyl";"Edmund Husserl"
"Hilary Putnam";"Edmund Husserl"
"Léon Brunschv";"Lucien Lévy-Bruhl"
"M. Stanley Livingston";"Philip M. M"
"Mahatma Gan";"Thiruvalluv"
"Carol C. Goul";"Jürgen Haberm"
"Richard P";"Peter Struv"
"Richard Wagn";"Ludwig F"
"Robert A. Brady";"Thorstein Veblen"
"Robert Fisk";"Edward S"
"Robert G. Ingersoll";"Thomas Pain"
"Robert H";"Theodor H"
"Robert Jerv";"Thomas Schellin"
"Robert Nozick";"Edmund G"
"Robert S. Corrington";"Justus Buchl"
"Robert Yerk";"Edwin Hol"
"Robert Yerk";"Elmer Ernest S"
"Robin Hahnel";"Piero Sraff"
"Robin Hahnel";"Karl Polany"
"Roderick Chisholm";"Thomas R"
"Roger J-B W";"R. Tyrrell Rockafell"
"Roger Pen";"Karl P"
"Roger Tory Peterson";"Ludlow Griscom"
"Claus Off";"Philippe Van Parij"
"Claus Off";"Jürgen Haberm"
"Roman Frydman";"Edmund Phel"
"Kari Polanyi Lev";"Karl Polany"
"Kari Polanyi Lev";"Lloyd B"
"F. C. S. Schill";"P"
"Felix Weil";"Karl K"
"Ferdinand-Jean D";"Louis-Antoine Ranv"
"Ferdinand de S";"Pāṇin"
"Fernando Codá Marq";"Elon Lages Lim"
"Fischer Black";"Louis Bachel"
"Floyd Henry All";"Edwin Hol"
"Jeremy Bentham";"P"
"Jerzy Grotowsk";"Wincenty Lutosławsk"
"Johann Baptist Metz";"Karl Rahn"
"Johann Gottfried H";"Thomas Blackwell (scholar)"
"Johann Gottlieb F";"Karl Leonhard Reinhol"
"John Anderson (philosopher)";"Edwin Hol"
"John Calvin";"William of Ockham"
"John Cony";"William Wollaston"
"John Eccles (neurophysiologist)";"Karl P"
"John F";"Thomas Cajetan"
"John Gray (philosopher)";"Karl Polany"
"Leo S";"R. G. Collingw"
"Leo S";"Edmund Husserl"
"Leo Tolstoy";"Petr Chelčický"
"Leo Tolstoy";"Thiruvalluv"
"Leon Trotsky";"Karl Kautsky"
"Leonard Bloomfiel";"Pāṇin"
"Leonard Lawl";"Edward S. Casey"
"Leonhard Eul";"Pierre Louis M"
"Leslie Lam";"Edsger W. Dijk"
"Leszek Kołakowsk";"Edmund Husserl"
"Lewis Mumf";"Thorstein Veblen"
"Liberty Hyde Bailey";"Lucy Millington"
"Linda Hazz";"Edward H. Dewey"
"Lionel Trillin";"Louis Arnaud R"
"Neale Donald Wal";"Elisabeth Kübler-R"
"Nettie Steven";"Edmund Beecher Wilson"
"Ngozi Okonjo-Iweal";"Karen R. Polensk"
"Nicholas Wolterstorff";"Thomas R"
"Nicholas of C";"Procl"
"Nicolaus Copern";"Ptolemy"
"Per Brinch Hansen";"Edsger W. Dijk"
"Peter Bofin";"Wolfgang Stützel"
"Peter Druck";"Karl Polany"
"Peter Godfrey-Sm";"Philip K"
"Peter Kropotkin";"Pierre-Joseph Proudhon"
"Peter Kropotkin";"Louis Blan"
"Peter Medaw";"Karl P"
"Peter Sarnak";"Jürgen M"
"Philip K";"Thomas Kuhn"
"Phoebus Dhrym";"Edwin K"
"Pierangelo Garegnan";"Piero Sraff"
"Pierre-Joseph Proudhon";"Louis Blan"
"Pierre Gassen";"L"
"Pierre Guillaume Frédéric le Play";"Louis de Bonal"
"Pierre H";"Louis Lavell"
"Pierre Louis M";"Pierre Bayl"
"Pierre Puvis de Chavann";"Théodore Chassé"
"Pierre Victurnien Vergn";"Thomas Pain"
"Pseudo-Dionysius the A";"Procl"
"Py";"Kalan"
"Py";"Pherecydes of Sy"
"Quentin Skinn";"R. G. Collingw"
"Rabindranath T";"K"
"Rachel Carson";"Lucille Farrier Stickel"
"Radovan Nastić";"Ljubodrag Simonović"
"Theodosius Dobzhansky";"Pierre Teilhard de Chardin"
"Thomas A. McCarthy";"Jürgen Haberm"
"Thomas Aquin";"Procl"
"Thomas Berry";"Pierre Teilhard de Chardin"
"Thomas Carlyl";"Karl Ludwig von Hall"
"Thomas Edison";"Thomas Pain"
"Thomas Henry Flew";"June Alm"
"Thomas H";"Pierre Gassen"
"Thomas H";"William of Ockham"
"Thomas Jefferson";"Thomas Pain"
"Thomas Kuhn";"Pierre Duhem"
"Thomas Kuhn";"Karl P"
"Thomas L";"Peter Wessel Zapff"
"Thomas M";"Thomas Cajetan"
"Thomas Muff";"Theodor Zwin"
"Timon of Phl";"Py"
"Timon of Phl";"Xenophan"
"Tina B";"Luce Irigaray"
"Tomáš Halík";"Karl Rahn"
"Willy Bran";"Karl Kautsky"
"Xavier Z";"Edmund Husserl"
"Xenophan";"Py"
"Xu Fuguan";"Xiong Shil"
"Yamakawa Kenjirō";"Thomas Corwin Mendenhall"
"Enok Palm";"Ragnar Fjørtof"
"Johannes Rehmk";"Eduard von Hartmann"
"Moritz G";"Theodor L"
"Nancy Kanw";"Justine Sergen"
"Edip Yüksel";"Yaşar Nuri Öztürk"
"Edith Pen";"Thorstein Veblen"
"Edith Stein";"Edmund Husserl"
"Edmund Burk";"Pierre Gassen"
"Edmund Burk";"Thomas Cajetan"
"Edmund Burk";"William of Ockham"
"Edmund Husserl";"Edith Stein"
"Eduard Zehn";"Jürgen M"
"Eduardo Torroja Caball";"Karl Georg Christian von S"
"Edward Abramowsk";"Pierre-Joseph Proudhon"
"Edward C. Tolman";"Edwin Hol"
"Edward Gibbon";"Pierre Bayl"
"Edward Gibbon";"Pierre Gassen"
"Edward Norton Lorenz";"Edwin Kessl"
"Anax";"Kalan"
"Julian Huxley";"Pierre Teilhard de Chardin"
"Julian Huxley";"Thomas Henry Huxley"
"Julio Rey P";"Eduardo Torroja Caball"
"Julius Evol";"Louis de Bonal"
"Jyotirao Phul";"Thomas Pain"
"Jürgen Haberm";"Theodor W. Adorn"
"Jürgen Haberm";"Karl-Otto Apel"
"Jürgen Haberm";"Karl Bühl"
"Jürgen Haberm";"Ludwig Binswan"
"K. H. Tin";"Pierre Teilhard de Chardin"
"Kambar (poet)";"Thiruvalluv"
"Karl Graul";"Thiruvalluv"
"Karl Gustav Jöresk";"Peter Whittle (mathematician)"
"Karl Marx";"Pierre-Joseph Proudhon"
"Karl Marx";"Pierre Gassen"
"Karl Marx";"Thomas Hodgskin"
"Karl Marx";"Thomas Pain"
"Karl Marx";"Yang Z"
"Karl Marx";"Louis Blan"
"Karl Marx";"L"
"Karl Marx";"Ludwig F"
"Karl Mennin";"Elmer Ernest S"
"Karl P";"Wolfgang Köhl"
"Karl P";"Xenophan"
"Karl P";"Karl Bühl"
"Karl Renn";"Karl Kautsky"
"Loren M";"R. D. Lain"
"Lorenz Bruno Puntel";"Wolfgang Stegmüll"
"Louis Veuill";"Louis de Bonal"
"Louis XIV";"Thomas Cajetan"
"Loïc Wacquan";"Pierre B"
"Ludwig Kl";"Julius Bahnsen"
"Ludwig Wittgenstein";"Piero Sraff"
"Luigi Taparell";"Karl Ludwig von Hall"
"Olavo de Carval";"Wolfgang Sm"
"Olavo de Carval";"Xavier Z"
"Olavo de Carval";"Louis Lavell"
"Oliver Wendell Holmes S";"Pierre Charles Alexandre L"
"Otto B";"Karl Kautsky"
"Ov";"L"
"Sextus Em";"Py"
"Sextus Em";"Timon of Phl"
"Seyla Ben";"Jürgen Haberm"
"Seymour Benz";"Yadin D"
"Seyyed Hossein N";"Titus Burck"
"Shamsuddin Azeem";"Qalandar Baba Auliy"
"Sigmund F";"Pierre Gassen"
"Sigmund F";"Pierre Jan"
"Sigmund F";"Theodor Meyn"
"Sigmund F";"Thomas Pain"
"Sigmund F";"Yang Z"
"Sigmund F";"Eduard von Hartmann"
"Sigmund F";"L"
"Sigmund F";"Ludwig F"
"Silvio Gesell";"Theodor Hertzk"
"Stanley Jak";"Pierre Duhem"
"Stefano Zamagn";"Pierpaolo Don"
"Stephen Greenbl";"L"
"Eisuke Yoshiyuk";"Jun Tsuj"
"Margaret Som";"Karl Polany"
"Lukáš Plank";"Karl Lenn"
"Shaun Gall";"Edmund Husserl"
"Bill Mitchell (economist)";"Wynne Godley"
"Hélène Metz";"Lucien Lévy-Bruhl"
"Ian Donal";"Tom Brown (engineer)"
"Ibrahim Lipum";"Justinian Rweyemam"
"Ignacio Ellacurí";"Xavier Z"
"Igor Mel'čuk";"Lucien Tesniè"
"Immanuel Kan";"Pierre Louis M"
"Immanuel Wallerstein";"Karl Polany"
"Imre Lak";"R. B. Braithw"
"Imre Lak";"Thomas Kuhn"
"Imre Lak";"Karl P"
"Konrad Emil Bl";"Earl Evans (scientist)"
"Konrad Lorenz";"Karl Kautsky"
"Konrad Lorenz";"Karl P"
"Kristine Bonnev";"Theodor Bov"
"Kurt Gödel";"Edmund Husserl"
"Kyle Stanf";"Philip K"
"Michael Bergmann (philosopher)";"Thomas R"
"Michael Friedman (philosopher)";"Jürgen Haberm"
"Michael Huem";"Thomas R"
"Michael R";"Karl P"
"Michael Sl";"Philippa F"
"Michael W";"Philip K"
"Michał Kaleck";"Piero Sraff"
"Michel Foucaul";"Pierre H"
"Michel Foucaul";"Louis Blan"
"Michel Henry";"Edmund Husserl"
"Michel Onfray";"Julien Offray de La M"
"Michel de Montaign";"Py"
"Michel de Montaign";"L"
"Mikhail Bakunin";"Pierre-Joseph Proudhon"
"Mikhail Bakunin";"Louis Blan"
"Milton Friedman";"Karl P"
"Mircea El";"Julius Evol"
"Parmen";"Xenophan"
"Patricia Vinnicom";"Phillip V. T"
"Paul C. Yan";"Jürgen M"
"Paul Feyeraben";"Thomas Kuhn"
"Paul Feyeraben";"Karl P"
"Paul Levinson";"Karl P"
"Paul Ricœ";"Edmund Husserl"
"Paul Ricœ";"Karl J"
"Paul Ricœ";"Louis Lavell"
"Paul Samuelson";"Louis Bachel"
"Christine Alewin";"Karen Wetterhahn"
"Roman Jakobson";"Pāṇin"
"Rosalind H";"Philippa F"
"Rudolf Carn";"Edmund Husserl"
"Rudolf Hilferdin";"Karl Kautsky"
"Rudolf Stein";"Johannes Rehmk"
"Rudolf Stein";"Eduard von Hartmann"
"Rudolf Stein";"Józef Maria Hoene-Wrońsk"
"Rudolf von Jak";"Karl Hugo H"
"Ernst Ludwig von Gerl";"Karl Ludwig von Hall"
"Galen";"Py"
"James Arthur H";"Karl Pearson"
"John Maurice Clark";"Thorstein Veblen"
"Miguel Aben";"Pierre Cl"
"Mustafa İslamoğl";"Yaşar Nuri Öztürk"
"Bonnie Mann";"Edward S. Casey"
"Catherine LaCugn";"Karl Rahn"
"Charles Blount (deist)";"Lucilio Vanin"
"Charles C. Deam";"Edwin Lincoln Moseley"
"Charles Henry Hitchcock";"Edward Hitchcock"
"Yu H";"Thiruvalluv"
"Yves Balask";"Edmond Malinv"
"Zygmunt Bauman";"Theodor W. Adorn"
"Éliphas Lév";"Józef Maria Hoene-Wrońsk"
"Émile Durkheim";"Louis de Bonal"
"Émile Durkheim";"Ludwig Gumplowicz"
"Émilie du Châtel";"Pierre Louis M"
"Étienne Geoffroy Saint-Hil";"Lorenz Oken"
"Étienne Gilson";"Thomas Cajetan"
"Paul Masson-Oursel";"Lucien Lévy-Bruhl"
"İhsan Eliaçık";"Yaşar Nuri Öztürk"
"Medard B";"Ludwig Binswan"
"Paul M";"Pierre Carbonn"
"Alister McG";"Roy Bhask"
"Allan G";"Michael Bratman"
"Alojz Ben";"Miloje Vasić"
"Alojz Rebul";"Milan Kom"
"Alvin Plantin";"Luis de Molin"
"Anax";"Parmen"
"Anaïs Nin";"Otto Rank"
"Andreas Vesal";"Galen"
"Andreu Mas-Colell";"Birgit Grodal"
"Andrew Sullivan";"Michael Oak"
"Andrew Y";"Zheng Zhemin"
"Andries van Dam";"Paul Otl"
"Andrzej Szczeklik";"Ryszard Gryglewsk"
"A";"Iambl"
"Alexander Ivanovich Mikhailov";"Paul Otl"
"Dam";"Hy"
"Daniel Guérin";"Mikhail Bakunin"
